sub,name,band,year,papers,cites_received
1,RF & Radar Sensing,Input & Interaction Techniques,2012,3,4
1,RF & Radar Sensing,Input & Interaction Techniques,2013,3,7
1,RF & Radar Sensing,Input & Interaction Techniques,2014,7,20
1,RF & Radar Sensing,Input & Interaction Techniques,2015,5,19
1,RF & Radar Sensing,Input & Interaction Techniques,2016,18,39
1,RF & Radar Sensing,Input & Interaction Techniques,2017,24,96
1,RF & Radar Sensing,Input & Interaction Techniques,2018,52,174
1,RF & Radar Sensing,Input & Interaction Techniques,2019,41,243
1,RF & Radar Sensing,Input & Interaction Techniques,2020,50,282
1,RF & Radar Sensing,Input & Interaction Techniques,2021,71,460
1,RF & Radar Sensing,Input & Interaction Techniques,2022,72,525
1,RF & Radar Sensing,Input & Interaction Techniques,2023,80,714
1,RF & Radar Sensing,Input & Interaction Techniques,2024,78,707
1,RF & Radar Sensing,Input & Interaction Techniques,2025,97,860
1,RF & Radar Sensing,Input & Interaction Techniques,2026,40,317
2,Wearable Activity Recognition,Input & Interaction Techniques,2001,1,0
2,Wearable Activity Recognition,Input & Interaction Techniques,2002,3,0
2,Wearable Activity Recognition,Input & Interaction Techniques,2003,1,1
2,Wearable Activity Recognition,Input & Interaction Techniques,2004,1,1
2,Wearable Activity Recognition,Input & Interaction Techniques,2005,7,1
2,Wearable Activity Recognition,Input & Interaction Techniques,2006,8,8
2,Wearable Activity Recognition,Input & Interaction Techniques,2007,10,15
2,Wearable Activity Recognition,Input & Interaction Techniques,2008,19,21
2,Wearable Activity Recognition,Input & Interaction Techniques,2009,17,27
2,Wearable Activity Recognition,Input & Interaction Techniques,2010,14,43
2,Wearable Activity Recognition,Input & Interaction Techniques,2011,9,27
2,Wearable Activity Recognition,Input & Interaction Techniques,2012,30,62
2,Wearable Activity Recognition,Input & Interaction Techniques,2013,24,55
2,Wearable Activity Recognition,Input & Interaction Techniques,2014,15,41
2,Wearable Activity Recognition,Input & Interaction Techniques,2015,27,103
2,Wearable Activity Recognition,Input & Interaction Techniques,2016,22,98
2,Wearable Activity Recognition,Input & Interaction Techniques,2017,18,121
2,Wearable Activity Recognition,Input & Interaction Techniques,2018,47,208
2,Wearable Activity Recognition,Input & Interaction Techniques,2019,30,199
2,Wearable Activity Recognition,Input & Interaction Techniques,2020,28,225
2,Wearable Activity Recognition,Input & Interaction Techniques,2021,28,255
2,Wearable Activity Recognition,Input & Interaction Techniques,2022,38,305
2,Wearable Activity Recognition,Input & Interaction Techniques,2023,41,398
2,Wearable Activity Recognition,Input & Interaction Techniques,2024,40,431
2,Wearable Activity Recognition,Input & Interaction Techniques,2025,43,465
2,Wearable Activity Recognition,Input & Interaction Techniques,2026,14,156
3,Pointing & Target Selection,Input & Interaction Techniques,1982,2,0
3,Pointing & Target Selection,Input & Interaction Techniques,1983,2,1
3,Pointing & Target Selection,Input & Interaction Techniques,1985,2,1
3,Pointing & Target Selection,Input & Interaction Techniques,1986,1,1
3,Pointing & Target Selection,Input & Interaction Techniques,1988,4,4
3,Pointing & Target Selection,Input & Interaction Techniques,1989,1,1
3,Pointing & Target Selection,Input & Interaction Techniques,1990,2,1
3,Pointing & Target Selection,Input & Interaction Techniques,1991,2,1
3,Pointing & Target Selection,Input & Interaction Techniques,1992,3,7
3,Pointing & Target Selection,Input & Interaction Techniques,1993,0,1
3,Pointing & Target Selection,Input & Interaction Techniques,1994,3,15
3,Pointing & Target Selection,Input & Interaction Techniques,1995,3,10
3,Pointing & Target Selection,Input & Interaction Techniques,1996,2,4
3,Pointing & Target Selection,Input & Interaction Techniques,1997,4,8
3,Pointing & Target Selection,Input & Interaction Techniques,1998,4,16
3,Pointing & Target Selection,Input & Interaction Techniques,1999,6,16
3,Pointing & Target Selection,Input & Interaction Techniques,2000,3,23
3,Pointing & Target Selection,Input & Interaction Techniques,2001,4,20
3,Pointing & Target Selection,Input & Interaction Techniques,2002,4,16
3,Pointing & Target Selection,Input & Interaction Techniques,2003,6,40
3,Pointing & Target Selection,Input & Interaction Techniques,2004,9,41
3,Pointing & Target Selection,Input & Interaction Techniques,2005,14,74
3,Pointing & Target Selection,Input & Interaction Techniques,2006,9,75
3,Pointing & Target Selection,Input & Interaction Techniques,2007,16,121
3,Pointing & Target Selection,Input & Interaction Techniques,2008,22,141
3,Pointing & Target Selection,Input & Interaction Techniques,2009,13,143
3,Pointing & Target Selection,Input & Interaction Techniques,2010,14,172
3,Pointing & Target Selection,Input & Interaction Techniques,2011,17,220
3,Pointing & Target Selection,Input & Interaction Techniques,2012,14,167
3,Pointing & Target Selection,Input & Interaction Techniques,2013,21,198
3,Pointing & Target Selection,Input & Interaction Techniques,2014,20,216
3,Pointing & Target Selection,Input & Interaction Techniques,2015,13,186
3,Pointing & Target Selection,Input & Interaction Techniques,2016,20,217
3,Pointing & Target Selection,Input & Interaction Techniques,2017,21,264
3,Pointing & Target Selection,Input & Interaction Techniques,2018,26,311
3,Pointing & Target Selection,Input & Interaction Techniques,2019,31,389
3,Pointing & Target Selection,Input & Interaction Techniques,2020,22,381
3,Pointing & Target Selection,Input & Interaction Techniques,2021,29,442
3,Pointing & Target Selection,Input & Interaction Techniques,2022,28,508
3,Pointing & Target Selection,Input & Interaction Techniques,2023,30,512
3,Pointing & Target Selection,Input & Interaction Techniques,2024,28,598
3,Pointing & Target Selection,Input & Interaction Techniques,2025,27,531
3,Pointing & Target Selection,Input & Interaction Techniques,2026,21,413
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1982,1,0
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1985,1,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1986,1,0
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1988,1,0
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1990,1,2
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1991,1,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1992,1,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1994,0,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1995,0,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1996,1,0
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1997,2,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1998,2,2
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1999,3,2
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2000,3,7
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2001,1,8
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2002,1,8
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2003,1,6
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2004,3,9
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2005,4,17
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2006,9,18
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2007,8,25
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2008,7,23
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2009,9,25
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2010,10,52
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2011,12,94
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2012,22,123
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2013,21,196
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2014,24,238
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2015,33,380
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2016,37,466
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2017,33,491
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2018,37,608
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2019,24,595
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2020,24,561
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2021,25,629
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2022,28,701
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2023,29,841
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2024,31,683
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2025,34,903
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2026,16,375
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1983,2,0
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1985,2,0
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1986,3,2
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1988,5,1
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1989,7,7
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1990,5,7
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1991,15,31
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1992,16,40
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1993,11,27
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1994,15,51
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1995,19,101
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1996,18,61
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1997,13,44
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1998,17,73
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1999,13,71
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2000,12,69
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2001,16,93
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2002,11,110
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2003,11,72
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2004,17,100
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2005,19,135
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2006,17,172
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2007,15,133
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2008,19,175
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2009,20,127
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2010,13,103
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2011,16,155
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2012,12,130
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2013,15,141
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2014,16,196
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2015,11,127
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2016,10,140
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2017,11,139
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2018,10,152
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2019,4,105
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2020,0,94
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2021,4,103
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2022,3,104
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2023,8,134
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2024,3,61
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2025,5,85
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2026,4,57
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1982,1,0
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1988,1,0
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1990,0,1
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1991,2,1
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1992,2,2
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1993,0,1
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1994,1,5
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1995,2,4
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1996,1,6
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1997,0,2
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1998,2,2
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1999,2,8
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2000,4,29
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2001,3,6
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2002,3,13
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2003,4,16
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2004,7,32
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2005,5,25
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2006,2,26
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2007,6,39
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2008,2,45
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2009,12,66
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2010,24,103
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2011,22,142
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2012,34,200
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2013,38,319
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2014,36,299
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2015,29,246
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2016,21,313
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2017,26,366
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2018,30,464
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2019,22,419
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2020,25,418
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2021,13,330
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2022,22,546
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2023,11,342
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2024,13,271
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2025,11,298
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2026,5,189
7,Pen & Sketch Input,Input & Interaction Techniques,1985,1,0
7,Pen & Sketch Input,Input & Interaction Techniques,1986,1,2
7,Pen & Sketch Input,Input & Interaction Techniques,1988,1,0
7,Pen & Sketch Input,Input & Interaction Techniques,1990,2,0
7,Pen & Sketch Input,Input & Interaction Techniques,1991,2,1
7,Pen & Sketch Input,Input & Interaction Techniques,1992,3,4
7,Pen & Sketch Input,Input & Interaction Techniques,1993,3,1
7,Pen & Sketch Input,Input & Interaction Techniques,1994,6,5
7,Pen & Sketch Input,Input & Interaction Techniques,1995,3,18
7,Pen & Sketch Input,Input & Interaction Techniques,1996,3,16
7,Pen & Sketch Input,Input & Interaction Techniques,1997,9,24
7,Pen & Sketch Input,Input & Interaction Techniques,1998,9,55
7,Pen & Sketch Input,Input & Interaction Techniques,1999,12,59
7,Pen & Sketch Input,Input & Interaction Techniques,2000,13,85
7,Pen & Sketch Input,Input & Interaction Techniques,2001,5,45
7,Pen & Sketch Input,Input & Interaction Techniques,2002,3,48
7,Pen & Sketch Input,Input & Interaction Techniques,2003,10,66
7,Pen & Sketch Input,Input & Interaction Techniques,2004,10,97
7,Pen & Sketch Input,Input & Interaction Techniques,2005,10,80
7,Pen & Sketch Input,Input & Interaction Techniques,2006,19,117
7,Pen & Sketch Input,Input & Interaction Techniques,2007,13,146
7,Pen & Sketch Input,Input & Interaction Techniques,2008,17,198
7,Pen & Sketch Input,Input & Interaction Techniques,2009,15,198
7,Pen & Sketch Input,Input & Interaction Techniques,2010,16,213
7,Pen & Sketch Input,Input & Interaction Techniques,2011,30,291
7,Pen & Sketch Input,Input & Interaction Techniques,2012,31,296
7,Pen & Sketch Input,Input & Interaction Techniques,2013,25,228
7,Pen & Sketch Input,Input & Interaction Techniques,2014,25,266
7,Pen & Sketch Input,Input & Interaction Techniques,2015,17,216
7,Pen & Sketch Input,Input & Interaction Techniques,2016,14,245
7,Pen & Sketch Input,Input & Interaction Techniques,2017,12,254
7,Pen & Sketch Input,Input & Interaction Techniques,2018,7,227
7,Pen & Sketch Input,Input & Interaction Techniques,2019,16,297
7,Pen & Sketch Input,Input & Interaction Techniques,2020,12,254
7,Pen & Sketch Input,Input & Interaction Techniques,2021,7,243
7,Pen & Sketch Input,Input & Interaction Techniques,2022,12,286
7,Pen & Sketch Input,Input & Interaction Techniques,2023,5,215
7,Pen & Sketch Input,Input & Interaction Techniques,2024,7,200
7,Pen & Sketch Input,Input & Interaction Techniques,2025,7,270
7,Pen & Sketch Input,Input & Interaction Techniques,2026,1,119
8,Text Entry,Input & Interaction Techniques,1982,1,0
8,Text Entry,Input & Interaction Techniques,1991,1,0
8,Text Entry,Input & Interaction Techniques,1994,1,0
8,Text Entry,Input & Interaction Techniques,1995,1,0
8,Text Entry,Input & Interaction Techniques,1997,2,2
8,Text Entry,Input & Interaction Techniques,1998,4,0
8,Text Entry,Input & Interaction Techniques,1999,4,3
8,Text Entry,Input & Interaction Techniques,2000,5,20
8,Text Entry,Input & Interaction Techniques,2001,4,14
8,Text Entry,Input & Interaction Techniques,2002,2,10
8,Text Entry,Input & Interaction Techniques,2003,7,23
8,Text Entry,Input & Interaction Techniques,2004,7,39
8,Text Entry,Input & Interaction Techniques,2005,6,28
8,Text Entry,Input & Interaction Techniques,2006,11,40
8,Text Entry,Input & Interaction Techniques,2007,7,43
8,Text Entry,Input & Interaction Techniques,2008,12,59
8,Text Entry,Input & Interaction Techniques,2009,6,39
8,Text Entry,Input & Interaction Techniques,2010,12,78
8,Text Entry,Input & Interaction Techniques,2011,8,75
8,Text Entry,Input & Interaction Techniques,2012,17,116
8,Text Entry,Input & Interaction Techniques,2013,16,132
8,Text Entry,Input & Interaction Techniques,2014,22,172
8,Text Entry,Input & Interaction Techniques,2015,20,223
8,Text Entry,Input & Interaction Techniques,2016,20,257
8,Text Entry,Input & Interaction Techniques,2017,17,278
8,Text Entry,Input & Interaction Techniques,2018,28,422
8,Text Entry,Input & Interaction Techniques,2019,26,446
8,Text Entry,Input & Interaction Techniques,2020,22,458
8,Text Entry,Input & Interaction Techniques,2021,18,416
8,Text Entry,Input & Interaction Techniques,2022,16,494
8,Text Entry,Input & Interaction Techniques,2023,27,508
8,Text Entry,Input & Interaction Techniques,2024,17,373
8,Text Entry,Input & Interaction Techniques,2025,25,589
8,Text Entry,Input & Interaction Techniques,2026,7,198
9,Touch & Multi-touch Input,Input & Interaction Techniques,1986,1,0
9,Touch & Multi-touch Input,Input & Interaction Techniques,1996,1,0
9,Touch & Multi-touch Input,Input & Interaction Techniques,1998,2,2
9,Touch & Multi-touch Input,Input & Interaction Techniques,1999,1,4
9,Touch & Multi-touch Input,Input & Interaction Techniques,2000,2,12
9,Touch & Multi-touch Input,Input & Interaction Techniques,2001,1,3
9,Touch & Multi-touch Input,Input & Interaction Techniques,2002,2,15
9,Touch & Multi-touch Input,Input & Interaction Techniques,2003,3,26
9,Touch & Multi-touch Input,Input & Interaction Techniques,2004,5,13
9,Touch & Multi-touch Input,Input & Interaction Techniques,2005,5,38
9,Touch & Multi-touch Input,Input & Interaction Techniques,2006,5,25
9,Touch & Multi-touch Input,Input & Interaction Techniques,2007,6,30
9,Touch & Multi-touch Input,Input & Interaction Techniques,2008,3,57
9,Touch & Multi-touch Input,Input & Interaction Techniques,2009,10,91
9,Touch & Multi-touch Input,Input & Interaction Techniques,2010,14,107
9,Touch & Multi-touch Input,Input & Interaction Techniques,2011,20,176
9,Touch & Multi-touch Input,Input & Interaction Techniques,2012,20,182
9,Touch & Multi-touch Input,Input & Interaction Techniques,2013,21,198
9,Touch & Multi-touch Input,Input & Interaction Techniques,2014,24,251
9,Touch & Multi-touch Input,Input & Interaction Techniques,2015,17,212
9,Touch & Multi-touch Input,Input & Interaction Techniques,2016,20,291
9,Touch & Multi-touch Input,Input & Interaction Techniques,2017,28,371
9,Touch & Multi-touch Input,Input & Interaction Techniques,2018,20,434
9,Touch & Multi-touch Input,Input & Interaction Techniques,2019,16,362
9,Touch & Multi-touch Input,Input & Interaction Techniques,2020,11,287
9,Touch & Multi-touch Input,Input & Interaction Techniques,2021,10,307
9,Touch & Multi-touch Input,Input & Interaction Techniques,2022,11,218
9,Touch & Multi-touch Input,Input & Interaction Techniques,2023,11,274
9,Touch & Multi-touch Input,Input & Interaction Techniques,2024,9,232
9,Touch & Multi-touch Input,Input & Interaction Techniques,2025,6,223
9,Touch & Multi-touch Input,Input & Interaction Techniques,2026,3,78
10,IoT Security (small),Input & Interaction Techniques,2019,3,0
10,IoT Security (small),Input & Interaction Techniques,2020,1,1
10,IoT Security (small),Input & Interaction Techniques,2022,1,4
10,IoT Security (small),Input & Interaction Techniques,2023,1,2
10,IoT Security (small),Input & Interaction Techniques,2024,0,3
10,IoT Security (small),Input & Interaction Techniques,2025,2,3
11,VR Haptics,"Tangible, VR & Fabrication",1994,1,0
11,VR Haptics,"Tangible, VR & Fabrication",1995,0,4
11,VR Haptics,"Tangible, VR & Fabrication",1996,0,4
11,VR Haptics,"Tangible, VR & Fabrication",1997,0,5
11,VR Haptics,"Tangible, VR & Fabrication",1998,0,5
11,VR Haptics,"Tangible, VR & Fabrication",1999,2,6
11,VR Haptics,"Tangible, VR & Fabrication",2000,2,1
11,VR Haptics,"Tangible, VR & Fabrication",2001,1,0
11,VR Haptics,"Tangible, VR & Fabrication",2002,0,5
11,VR Haptics,"Tangible, VR & Fabrication",2003,2,2
11,VR Haptics,"Tangible, VR & Fabrication",2004,3,4
11,VR Haptics,"Tangible, VR & Fabrication",2005,0,2
11,VR Haptics,"Tangible, VR & Fabrication",2006,5,9
11,VR Haptics,"Tangible, VR & Fabrication",2007,1,5
11,VR Haptics,"Tangible, VR & Fabrication",2008,4,9
11,VR Haptics,"Tangible, VR & Fabrication",2009,5,5
11,VR Haptics,"Tangible, VR & Fabrication",2010,6,11
11,VR Haptics,"Tangible, VR & Fabrication",2011,7,13
11,VR Haptics,"Tangible, VR & Fabrication",2012,8,14
11,VR Haptics,"Tangible, VR & Fabrication",2013,10,16
11,VR Haptics,"Tangible, VR & Fabrication",2014,10,48
11,VR Haptics,"Tangible, VR & Fabrication",2015,18,64
11,VR Haptics,"Tangible, VR & Fabrication",2016,35,139
11,VR Haptics,"Tangible, VR & Fabrication",2017,40,219
11,VR Haptics,"Tangible, VR & Fabrication",2018,64,413
11,VR Haptics,"Tangible, VR & Fabrication",2019,54,575
11,VR Haptics,"Tangible, VR & Fabrication",2020,50,688
11,VR Haptics,"Tangible, VR & Fabrication",2021,57,744
11,VR Haptics,"Tangible, VR & Fabrication",2022,39,694
11,VR Haptics,"Tangible, VR & Fabrication",2023,61,943
11,VR Haptics,"Tangible, VR & Fabrication",2024,74,1144
11,VR Haptics,"Tangible, VR & Fabrication",2025,79,1327
11,VR Haptics,"Tangible, VR & Fabrication",2026,46,782
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1991,1,0
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1992,2,0
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1994,0,1
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1995,1,2
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1996,1,0
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1997,1,3
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1998,1,2
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2000,0,2
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2001,1,1
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2002,3,4
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2003,1,3
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2004,5,5
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2005,2,5
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2006,2,6
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2007,8,14
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2008,13,31
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2009,17,37
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2010,27,93
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2011,17,110
