sub,name,band,year,papers,cites_received
1,Social Media & Privacy,Social Media & Online Communities,2003,1,1
1,Social Media & Privacy,Social Media & Online Communities,2004,0,7
1,Social Media & Privacy,Social Media & Online Communities,2005,1,8
1,Social Media & Privacy,Social Media & Online Communities,2006,2,14
1,Social Media & Privacy,Social Media & Online Communities,2007,1,7
1,Social Media & Privacy,Social Media & Online Communities,2008,7,28
1,Social Media & Privacy,Social Media & Online Communities,2009,3,15
1,Social Media & Privacy,Social Media & Online Communities,2010,11,44
1,Social Media & Privacy,Social Media & Online Communities,2011,14,77
1,Social Media & Privacy,Social Media & Online Communities,2012,18,108
1,Social Media & Privacy,Social Media & Online Communities,2013,25,155
1,Social Media & Privacy,Social Media & Online Communities,2014,32,210
1,Social Media & Privacy,Social Media & Online Communities,2015,20,232
1,Social Media & Privacy,Social Media & Online Communities,2016,30,315
1,Social Media & Privacy,Social Media & Online Communities,2017,35,438
1,Social Media & Privacy,Social Media & Online Communities,2018,36,464
1,Social Media & Privacy,Social Media & Online Communities,2019,27,593
1,Social Media & Privacy,Social Media & Online Communities,2020,35,563
1,Social Media & Privacy,Social Media & Online Communities,2021,47,935
1,Social Media & Privacy,Social Media & Online Communities,2022,40,915
1,Social Media & Privacy,Social Media & Online Communities,2023,32,796
1,Social Media & Privacy,Social Media & Online Communities,2024,51,1144
1,Social Media & Privacy,Social Media & Online Communities,2025,62,1326
1,Social Media & Privacy,Social Media & Online Communities,2026,33,840
2,Wikipedia & Open Source,Social Media & Online Communities,1986,1,0
2,Wikipedia & Open Source,Social Media & Online Communities,1994,0,1
2,Wikipedia & Open Source,Social Media & Online Communities,1998,3,0
2,Wikipedia & Open Source,Social Media & Online Communities,1999,0,1
2,Wikipedia & Open Source,Social Media & Online Communities,2000,2,4
2,Wikipedia & Open Source,Social Media & Online Communities,2001,1,0
2,Wikipedia & Open Source,Social Media & Online Communities,2002,3,10
2,Wikipedia & Open Source,Social Media & Online Communities,2003,0,3
2,Wikipedia & Open Source,Social Media & Online Communities,2004,5,17
2,Wikipedia & Open Source,Social Media & Online Communities,2005,3,11
2,Wikipedia & Open Source,Social Media & Online Communities,2006,7,23
2,Wikipedia & Open Source,Social Media & Online Communities,2007,6,18
2,Wikipedia & Open Source,Social Media & Online Communities,2008,10,42
2,Wikipedia & Open Source,Social Media & Online Communities,2009,13,38
2,Wikipedia & Open Source,Social Media & Online Communities,2010,29,109
2,Wikipedia & Open Source,Social Media & Online Communities,2011,17,82
2,Wikipedia & Open Source,Social Media & Online Communities,2012,42,165
2,Wikipedia & Open Source,Social Media & Online Communities,2013,33,204
2,Wikipedia & Open Source,Social Media & Online Communities,2014,32,212
2,Wikipedia & Open Source,Social Media & Online Communities,2015,34,235
2,Wikipedia & Open Source,Social Media & Online Communities,2016,28,274
2,Wikipedia & Open Source,Social Media & Online Communities,2017,41,405
2,Wikipedia & Open Source,Social Media & Online Communities,2018,28,348
2,Wikipedia & Open Source,Social Media & Online Communities,2019,15,270
2,Wikipedia & Open Source,Social Media & Online Communities,2020,11,191
2,Wikipedia & Open Source,Social Media & Online Communities,2021,26,296
2,Wikipedia & Open Source,Social Media & Online Communities,2022,22,310
2,Wikipedia & Open Source,Social Media & Online Communities,2023,13,299
2,Wikipedia & Open Source,Social Media & Online Communities,2024,18,331
2,Wikipedia & Open Source,Social Media & Online Communities,2025,20,338
2,Wikipedia & Open Source,Social Media & Online Communities,2026,9,138
3,Misinformation & News,Social Media & Online Communities,1994,1,0
3,Misinformation & News,Social Media & Online Communities,1998,0,1
3,Misinformation & News,Social Media & Online Communities,1999,0,1
3,Misinformation & News,Social Media & Online Communities,2002,0,1
3,Misinformation & News,Social Media & Online Communities,2003,0,1
3,Misinformation & News,Social Media & Online Communities,2004,0,4
3,Misinformation & News,Social Media & Online Communities,2006,0,2
3,Misinformation & News,Social Media & Online Communities,2007,2,0
3,Misinformation & News,Social Media & Online Communities,2008,3,3
3,Misinformation & News,Social Media & Online Communities,2009,2,4
3,Misinformation & News,Social Media & Online Communities,2010,4,10
3,Misinformation & News,Social Media & Online Communities,2011,12,25
3,Misinformation & News,Social Media & Online Communities,2012,14,44
3,Misinformation & News,Social Media & Online Communities,2013,13,67
3,Misinformation & News,Social Media & Online Communities,2014,13,79
3,Misinformation & News,Social Media & Online Communities,2015,13,117
3,Misinformation & News,Social Media & Online Communities,2016,12,143
3,Misinformation & News,Social Media & Online Communities,2017,23,209
3,Misinformation & News,Social Media & Online Communities,2018,25,211
3,Misinformation & News,Social Media & Online Communities,2019,18,150
3,Misinformation & News,Social Media & Online Communities,2020,20,149
3,Misinformation & News,Social Media & Online Communities,2021,41,408
3,Misinformation & News,Social Media & Online Communities,2022,45,404
3,Misinformation & News,Social Media & Online Communities,2023,40,422
3,Misinformation & News,Social Media & Online Communities,2024,38,618
3,Misinformation & News,Social Media & Online Communities,2025,54,794
3,Misinformation & News,Social Media & Online Communities,2026,29,414
4,Content Moderation,Social Media & Online Communities,2004,1,1
4,Content Moderation,Social Media & Online Communities,2005,0,2
4,Content Moderation,Social Media & Online Communities,2006,1,1
4,Content Moderation,Social Media & Online Communities,2007,1,3
4,Content Moderation,Social Media & Online Communities,2008,2,3
4,Content Moderation,Social Media & Online Communities,2009,2,4
4,Content Moderation,Social Media & Online Communities,2010,0,6
4,Content Moderation,Social Media & Online Communities,2011,7,13
4,Content Moderation,Social Media & Online Communities,2012,6,17
4,Content Moderation,Social Media & Online Communities,2013,3,12
4,Content Moderation,Social Media & Online Communities,2014,7,27
4,Content Moderation,Social Media & Online Communities,2015,10,29
4,Content Moderation,Social Media & Online Communities,2016,11,56
4,Content Moderation,Social Media & Online Communities,2017,20,135
4,Content Moderation,Social Media & Online Communities,2018,17,181
4,Content Moderation,Social Media & Online Communities,2019,30,301
4,Content Moderation,Social Media & Online Communities,2020,26,305
4,Content Moderation,Social Media & Online Communities,2021,39,567
4,Content Moderation,Social Media & Online Communities,2022,49,678
4,Content Moderation,Social Media & Online Communities,2023,44,889
4,Content Moderation,Social Media & Online Communities,2024,54,1073
4,Content Moderation,Social Media & Online Communities,2025,72,1325
4,Content Moderation,Social Media & Online Communities,2026,30,700
5,Gig Work & Labour,Social Media & Online Communities,1986,1,0
5,Gig Work & Labour,Social Media & Online Communities,1988,1,0
5,Gig Work & Labour,Social Media & Online Communities,1996,1,0
5,Gig Work & Labour,Social Media & Online Communities,1997,1,1
5,Gig Work & Labour,Social Media & Online Communities,1998,0,1
5,Gig Work & Labour,Social Media & Online Communities,2000,0,1
5,Gig Work & Labour,Social Media & Online Communities,2010,3,0
5,Gig Work & Labour,Social Media & Online Communities,2011,2,5
5,Gig Work & Labour,Social Media & Online Communities,2012,1,5
5,Gig Work & Labour,Social Media & Online Communities,2013,6,4
5,Gig Work & Labour,Social Media & Online Communities,2014,11,23
5,Gig Work & Labour,Social Media & Online Communities,2015,16,49
5,Gig Work & Labour,Social Media & Online Communities,2016,21,111
5,Gig Work & Labour,Social Media & Online Communities,2017,32,298
5,Gig Work & Labour,Social Media & Online Communities,2018,27,364
5,Gig Work & Labour,Social Media & Online Communities,2019,28,354
5,Gig Work & Labour,Social Media & Online Communities,2020,16,247
5,Gig Work & Labour,Social Media & Online Communities,2021,33,509
5,Gig Work & Labour,Social Media & Online Communities,2022,36,516
5,Gig Work & Labour,Social Media & Online Communities,2023,20,397
5,Gig Work & Labour,Social Media & Online Communities,2024,38,670
5,Gig Work & Labour,Social Media & Online Communities,2025,44,886
5,Gig Work & Labour,Social Media & Online Communities,2026,18,402
6,Civic Data & Communities,Social Media & Online Communities,1982,1,0
6,Civic Data & Communities,Social Media & Online Communities,1983,1,1
6,Civic Data & Communities,Social Media & Online Communities,1996,1,0
6,Civic Data & Communities,Social Media & Online Communities,1997,0,2
6,Civic Data & Communities,Social Media & Online Communities,1998,0,4
6,Civic Data & Communities,Social Media & Online Communities,1999,0,1
6,Civic Data & Communities,Social Media & Online Communities,2000,0,2
6,Civic Data & Communities,Social Media & Online Communities,2001,0,3
6,Civic Data & Communities,Social Media & Online Communities,2002,1,2
6,Civic Data & Communities,Social Media & Online Communities,2004,3,9
6,Civic Data & Communities,Social Media & Online Communities,2005,3,6
6,Civic Data & Communities,Social Media & Online Communities,2006,2,15
6,Civic Data & Communities,Social Media & Online Communities,2007,2,7
6,Civic Data & Communities,Social Media & Online Communities,2008,7,24
6,Civic Data & Communities,Social Media & Online Communities,2009,2,14
6,Civic Data & Communities,Social Media & Online Communities,2010,8,19
6,Civic Data & Communities,Social Media & Online Communities,2011,8,30
6,Civic Data & Communities,Social Media & Online Communities,2012,12,40
6,Civic Data & Communities,Social Media & Online Communities,2013,10,50
6,Civic Data & Communities,Social Media & Online Communities,2014,15,92
6,Civic Data & Communities,Social Media & Online Communities,2015,19,113
6,Civic Data & Communities,Social Media & Online Communities,2016,18,186
6,Civic Data & Communities,Social Media & Online Communities,2017,26,346
6,Civic Data & Communities,Social Media & Online Communities,2018,27,378
6,Civic Data & Communities,Social Media & Online Communities,2019,26,384
6,Civic Data & Communities,Social Media & Online Communities,2020,17,314
6,Civic Data & Communities,Social Media & Online Communities,2021,23,408
6,Civic Data & Communities,Social Media & Online Communities,2022,15,406
6,Civic Data & Communities,Social Media & Online Communities,2023,26,411
6,Civic Data & Communities,Social Media & Online Communities,2024,23,455
6,Civic Data & Communities,Social Media & Online Communities,2025,23,616
6,Civic Data & Communities,Social Media & Online Communities,2026,22,436
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1982,3,0
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1985,1,1
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1986,7,4
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1988,3,8
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1989,0,1
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1990,6,16
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1991,2,8
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1992,4,17
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1993,0,3
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1994,5,22
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1995,2,8
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1996,3,23
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1997,4,17
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1998,4,6
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1999,0,6
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2000,1,8
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2001,2,6
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2002,5,21
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2003,0,6
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2004,3,30
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2005,0,3
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2006,4,17
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2007,0,3
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2008,3,20
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2009,0,9
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2010,2,17
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2011,4,17
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2012,6,24
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2013,8,46
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2014,6,40
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2015,8,59
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2016,10,54
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2017,7,79
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2018,11,82
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2019,10,92
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2020,13,86
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2021,14,164
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2022,8,143
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2023,5,123
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2024,9,130
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2025,11,223
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2026,6,100
8,Refugees & Migration,Social Media & Online Communities,2002,1,0
8,Refugees & Migration,Social Media & Online Communities,2004,1,0
8,Refugees & Migration,Social Media & Online Communities,2006,1,1
8,Refugees & Migration,Social Media & Online Communities,2007,0,2
8,Refugees & Migration,Social Media & Online Communities,2008,2,1
8,Refugees & Migration,Social Media & Online Communities,2009,1,6
8,Refugees & Migration,Social Media & Online Communities,2010,0,5
8,Refugees & Migration,Social Media & Online Communities,2011,2,6
8,Refugees & Migration,Social Media & Online Communities,2012,1,7
8,Refugees & Migration,Social Media & Online Communities,2013,1,4
8,Refugees & Migration,Social Media & Online Communities,2014,4,9
8,Refugees & Migration,Social Media & Online Communities,2015,3,7
8,Refugees & Migration,Social Media & Online Communities,2016,4,13
8,Refugees & Migration,Social Media & Online Communities,2017,3,20
8,Refugees & Migration,Social Media & Online Communities,2018,5,27
8,Refugees & Migration,Social Media & Online Communities,2019,9,46
8,Refugees & Migration,Social Media & Online Communities,2020,10,86
8,Refugees & Migration,Social Media & Online Communities,2021,8,142
8,Refugees & Migration,Social Media & Online Communities,2022,14,153
8,Refugees & Migration,Social Media & Online Communities,2023,11,114
8,Refugees & Migration,Social Media & Online Communities,2024,16,191
8,Refugees & Migration,Social Media & Online Communities,2025,14,235
8,Refugees & Migration,Social Media & Online Communities,2026,15,228
9,Political Talk & Team Formation,Social Media & Online Communities,1994,1,0
9,Political Talk & Team Formation,Social Media & Online Communities,2004,4,0
9,Political Talk & Team Formation,Social Media & Online Communities,2006,0,4
9,Political Talk & Team Formation,Social Media & Online Communities,2008,0,1
9,Political Talk & Team Formation,Social Media & Online Communities,2009,2,0
9,Political Talk & Team Formation,Social Media & Online Communities,2010,5,5
9,Political Talk & Team Formation,Social Media & Online Communities,2011,2,6
9,Political Talk & Team Formation,Social Media & Online Communities,2012,3,8
9,Political Talk & Team Formation,Social Media & Online Communities,2013,3,10
9,Political Talk & Team Formation,Social Media & Online Communities,2014,6,28
9,Political Talk & Team Formation,Social Media & Online Communities,2015,4,42
9,Political Talk & Team Formation,Social Media & Online Communities,2016,9,27
9,Political Talk & Team Formation,Social Media & Online Communities,2017,14,78
9,Political Talk & Team Formation,Social Media & Online Communities,2018,8,101
9,Political Talk & Team Formation,Social Media & Online Communities,2019,7,98
9,Political Talk & Team Formation,Social Media & Online Communities,2020,8,80
9,Political Talk & Team Formation,Social Media & Online Communities,2021,10,104
9,Political Talk & Team Formation,Social Media & Online Communities,2022,10,94
9,Political Talk & Team Formation,Social Media & Online Communities,2023,7,96
9,Political Talk & Team Formation,Social Media & Online Communities,2024,5,123
9,Political Talk & Team Formation,Social Media & Online Communities,2025,5,150
9,Political Talk & Team Formation,Social Media & Online Communities,2026,1,40
10,Crowdfunding & Social Tagging,Social Media & Online Communities,1982,1,0
10,Crowdfunding & Social Tagging,Social Media & Online Communities,1999,1,0
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2000,2,4
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2001,2,1
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2002,4,6
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2003,1,7
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2004,2,12
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2005,3,11
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2006,6,29
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2007,5,15
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2008,10,42
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2009,7,41
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2010,12,65
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2011,4,36
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2012,2,27
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2013,3,24
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2014,8,43
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2015,5,38
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2016,8,57
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2017,12,82
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2018,3,73
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2019,2,57
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2020,3,47
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2021,2,43
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2022,4,54
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2023,1,31
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2024,1,30
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2025,2,48
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2026,0,16
11,Health & Wellbeing,"Health, Care & Ageing",1996,1,0
11,Health & Wellbeing,"Health, Care & Ageing",2005,1,1
11,Health & Wellbeing,"Health, Care & Ageing",2008,1,2
11,Health & Wellbeing,"Health, Care & Ageing",2009,1,0
11,Health & Wellbeing,"Health, Care & Ageing",2010,2,0
11,Health & Wellbeing,"Health, Care & Ageing",2011,8,6
11,Health & Wellbeing,"Health, Care & Ageing",2012,9,17
11,Health & Wellbeing,"Health, Care & Ageing",2013,6,31
11,Health & Wellbeing,"Health, Care & Ageing",2014,16,45
11,Health & Wellbeing,"Health, Care & Ageing",2015,15,81
11,Health & Wellbeing,"Health, Care & Ageing",2016,16,100
11,Health & Wellbeing,"Health, Care & Ageing",2017,25,242
11,Health & Wellbeing,"Health, Care & Ageing",2018,20,225
11,Health & Wellbeing,"Health, Care & Ageing",2019,25,338
11,Health & Wellbeing,"Health, Care & Ageing",2020,29,368
11,Health & Wellbeing,"Health, Care & Ageing",2021,38,542
11,Health & Wellbeing,"Health, Care & Ageing",2022,38,607
11,Health & Wellbeing,"Health, Care & Ageing",2023,36,606
11,Health & Wellbeing,"Health, Care & Ageing",2024,42,728
11,Health & Wellbeing,"Health, Care & Ageing",2025,59,1181
11,Health & Wellbeing,"Health, Care & Ageing",2026,26,593
12,Personal Informatics,"Health, Care & Ageing",2005,1,0
12,Personal Informatics,"Health, Care & Ageing",2006,0,2
12,Personal Informatics,"Health, Care & Ageing",2007,0,2
12,Personal Informatics,"Health, Care & Ageing",2008,3,3
12,Personal Informatics,"Health, Care & Ageing",2009,3,8
12,Personal Informatics,"Health, Care & Ageing",2010,3,20
12,Personal Informatics,"Health, Care & Ageing",2011,4,21
12,Personal Informatics,"Health, Care & Ageing",2012,6,25
12,Personal Informatics,"Health, Care & Ageing",2013,9,34
12,Personal Informatics,"Health, Care & Ageing",2014,11,59
12,Personal Informatics,"Health, Care & Ageing",2015,20,159
12,Personal Informatics,"Health, Care & Ageing",2016,17,225
12,Personal Informatics,"Health, Care & Ageing",2017,32,364
12,Personal Informatics,"Health, Care & Ageing",2018,32,492
12,Personal Informatics,"Health, Care & Ageing",2019,22,427
12,Personal Informatics,"Health, Care & Ageing",2020,25,569
12,Personal Informatics,"Health, Care & Ageing",2021,40,801
12,Personal Informatics,"Health, Care & Ageing",2022,34,743
12,Personal Informatics,"Health, Care & Ageing",2023,31,874
12,Personal Informatics,"Health, Care & Ageing",2024,46,1094
12,Personal Informatics,"Health, Care & Ageing",2025,48,1460
12,Personal Informatics,"Health, Care & Ageing",2026,38,854
13,Older Adults & Dementia Care,"Health, Care & Ageing",2001,1,1
13,Older Adults & Dementia Care,"Health, Care & Ageing",2002,2,2
13,Older Adults & Dementia Care,"Health, Care & Ageing",2003,1,4
13,Older Adults & Dementia Care,"Health, Care & Ageing",2004,2,7
13,Older Adults & Dementia Care,"Health, Care & Ageing",2005,3,4
13,Older Adults & Dementia Care,"Health, Care & Ageing",2006,5,23
13,Older Adults & Dementia Care,"Health, Care & Ageing",2007,2,12
13,Older Adults & Dementia Care,"Health, Care & Ageing",2008,5,31
13,Older Adults & Dementia Care,"Health, Care & Ageing",2009,4,16
13,Older Adults & Dementia Care,"Health, Care & Ageing",2010,8,36
13,Older Adults & Dementia Care,"Health, Care & Ageing",2011,4,18
13,Older Adults & Dementia Care,"Health, Care & Ageing",2012,14,32
13,Older Adults & Dementia Care,"Health, Care & Ageing",2013,7,42
13,Older Adults & Dementia Care,"Health, Care & Ageing",2014,12,54
13,Older Adults & Dementia Care,"Health, Care & Ageing",2015,7,62
13,Older Adults & Dementia Care,"Health, Care & Ageing",2016,15,107
13,Older Adults & Dementia Care,"Health, Care & Ageing",2017,16,144
13,Older Adults & Dementia Care,"Health, Care & Ageing",2018,13,150
13,Older Adults & Dementia Care,"Health, Care & Ageing",2019,25,239
13,Older Adults & Dementia Care,"Health, Care & Ageing",2020,17,282
13,Older Adults & Dementia Care,"Health, Care & Ageing",2021,26,361
13,Older Adults & Dementia Care,"Health, Care & Ageing",2022,27,438
13,Older Adults & Dementia Care,"Health, Care & Ageing",2023,23,341
13,Older Adults & Dementia Care,"Health, Care & Ageing",2024,33,514
13,Older Adults & Dementia Care,"Health, Care & Ageing",2025,39,718
13,Older Adults & Dementia Care,"Health, Care & Ageing",2026,23,473
14,Persuasive Health & Activity,"Health, Care & Ageing",1992,1,0
14,Persuasive Health & Activity,"Health, Care & Ageing",1998,1,0
14,Persuasive Health & Activity,"Health, Care & Ageing",1999,0,1
14,Persuasive Health & Activity,"Health, Care & Ageing",2002,0,1
14,Persuasive Health & Activity,"Health, Care & Ageing",2003,1,0
14,Persuasive Health & Activity,"Health, Care & Ageing",2005,0,1
14,Persuasive Health & Activity,"Health, Care & Ageing",2006,3,0
14,Persuasive Health & Activity,"Health, Care & Ageing",2007,2,8
14,Persuasive Health & Activity,"Health, Care & Ageing",2008,6,20
14,Persuasive Health & Activity,"Health, Care & Ageing",2009,3,15
14,Persuasive Health & Activity,"Health, Care & Ageing",2010,10,33
14,Persuasive Health & Activity,"Health, Care & Ageing",2011,12,36
14,Persuasive Health & Activity,"Health, Care & Ageing",2012,13,91
14,Persuasive Health & Activity,"Health, Care & Ageing",2013,10,53
14,Persuasive Health & Activity,"Health, Care & Ageing",2014,12,110
14,Persuasive Health & Activity,"Health, Care & Ageing",2015,18,171
14,Persuasive Health & Activity,"Health, Care & Ageing",2016,17,158
14,Persuasive Health & Activity,"Health, Care & Ageing",2017,15,231
14,Persuasive Health & Activity,"Health, Care & Ageing",2018,9,186
14,Persuasive Health & Activity,"Health, Care & Ageing",2019,5,178
14,Persuasive Health & Activity,"Health, Care & Ageing",2020,11,191
14,Persuasive Health & Activity,"Health, Care & Ageing",2021,9,225
14,Persuasive Health & Activity,"Health, Care & Ageing",2022,11,170
14,Persuasive Health & Activity,"Health, Care & Ageing",2023,4,188
14,Persuasive Health & Activity,"Health, Care & Ageing",2024,11,244
14,Persuasive Health & Activity,"Health, Care & Ageing",2025,9,257
14,Persuasive Health & Activity,"Health, Care & Ageing",2026,7,160
15,Chronic Care & Caregiving,"Health, Care & Ageing",1998,1,0
15,Chronic Care & Caregiving,"Health, Care & Ageing",2001,1,1
15,Chronic Care & Caregiving,"Health, Care & Ageing",2002,1,1
15,Chronic Care & Caregiving,"Health, Care & Ageing",2003,0,1
15,Chronic Care & Caregiving,"Health, Care & Ageing",2004,0,1
15,Chronic Care & Caregiving,"Health, Care & Ageing",2005,0,1
15,Chronic Care & Caregiving,"Health, Care & Ageing",2006,4,0
15,Chronic Care & Caregiving,"Health, Care & Ageing",2007,2,2
15,Chronic Care & Caregiving,"Health, Care & Ageing",2008,2,6
15,Chronic Care & Caregiving,"Health, Care & Ageing",2009,1,5
15,Chronic Care & Caregiving,"Health, Care & Ageing",2010,11,22
15,Chronic Care & Caregiving,"Health, Care & Ageing",2011,9,33
15,Chronic Care & Caregiving,"Health, Care & Ageing",2012,7,25
15,Chronic Care & Caregiving,"Health, Care & Ageing",2013,9,35
15,Chronic Care & Caregiving,"Health, Care & Ageing",2014,5,47
15,Chronic Care & Caregiving,"Health, Care & Ageing",2015,18,110
15,Chronic Care & Caregiving,"Health, Care & Ageing",2016,10,125
15,Chronic Care & Caregiving,"Health, Care & Ageing",2017,21,240
15,Chronic Care & Caregiving,"Health, Care & Ageing",2018,13,159
15,Chronic Care & Caregiving,"Health, Care & Ageing",2019,16,271
15,Chronic Care & Caregiving,"Health, Care & Ageing",2020,14,217
15,Chronic Care & Caregiving,"Health, Care & Ageing",2021,15,368
15,Chronic Care & Caregiving,"Health, Care & Ageing",2022,15,385
15,Chronic Care & Caregiving,"Health, Care & Ageing",2023,22,431
15,Chronic Care & Caregiving,"Health, Care & Ageing",2024,19,518
15,Chronic Care & Caregiving,"Health, Care & Ageing",2025,25,652
15,Chronic Care & Caregiving,"Health, Care & Ageing",2026,11,327
16,Mindfulness & Biofeedback,"Health, Care & Ageing",2002,1,0
