sub,name,band,year,papers,cites_received
1,RF & Radar Sensing,Input & Interaction Techniques,2019,7,20
1,RF & Radar Sensing,Input & Interaction Techniques,2020,3,14
1,RF & Radar Sensing,Input & Interaction Techniques,2021,6,31
1,RF & Radar Sensing,Input & Interaction Techniques,2022,3,17
1,RF & Radar Sensing,Input & Interaction Techniques,2023,7,39
1,RF & Radar Sensing,Input & Interaction Techniques,2024,8,52
1,RF & Radar Sensing,Input & Interaction Techniques,2025,10,38
1,RF & Radar Sensing,Input & Interaction Techniques,2026,12,45
2,Wearable Activity Recognition,Input & Interaction Techniques,2011,1,0
2,Wearable Activity Recognition,Input & Interaction Techniques,2012,0,1
2,Wearable Activity Recognition,Input & Interaction Techniques,2013,0,1
2,Wearable Activity Recognition,Input & Interaction Techniques,2014,1,1
2,Wearable Activity Recognition,Input & Interaction Techniques,2015,1,2
2,Wearable Activity Recognition,Input & Interaction Techniques,2016,0,1
2,Wearable Activity Recognition,Input & Interaction Techniques,2017,2,5
2,Wearable Activity Recognition,Input & Interaction Techniques,2018,2,3
2,Wearable Activity Recognition,Input & Interaction Techniques,2019,3,9
2,Wearable Activity Recognition,Input & Interaction Techniques,2020,2,7
2,Wearable Activity Recognition,Input & Interaction Techniques,2021,3,11
2,Wearable Activity Recognition,Input & Interaction Techniques,2022,3,10
2,Wearable Activity Recognition,Input & Interaction Techniques,2023,3,17
2,Wearable Activity Recognition,Input & Interaction Techniques,2024,1,19
2,Wearable Activity Recognition,Input & Interaction Techniques,2025,3,15
2,Wearable Activity Recognition,Input & Interaction Techniques,2026,2,16
3,Pointing & Target Selection,Input & Interaction Techniques,1982,2,0
3,Pointing & Target Selection,Input & Interaction Techniques,1983,2,1
3,Pointing & Target Selection,Input & Interaction Techniques,1985,2,1
3,Pointing & Target Selection,Input & Interaction Techniques,1986,1,1
3,Pointing & Target Selection,Input & Interaction Techniques,1988,3,2
3,Pointing & Target Selection,Input & Interaction Techniques,1989,1,1
3,Pointing & Target Selection,Input & Interaction Techniques,1990,2,1
3,Pointing & Target Selection,Input & Interaction Techniques,1991,1,1
3,Pointing & Target Selection,Input & Interaction Techniques,1992,2,4
3,Pointing & Target Selection,Input & Interaction Techniques,1994,1,6
3,Pointing & Target Selection,Input & Interaction Techniques,1995,1,5
3,Pointing & Target Selection,Input & Interaction Techniques,1996,1,2
3,Pointing & Target Selection,Input & Interaction Techniques,1997,2,3
3,Pointing & Target Selection,Input & Interaction Techniques,1998,1,7
3,Pointing & Target Selection,Input & Interaction Techniques,1999,4,10
3,Pointing & Target Selection,Input & Interaction Techniques,2000,1,4
3,Pointing & Target Selection,Input & Interaction Techniques,2001,2,5
3,Pointing & Target Selection,Input & Interaction Techniques,2002,2,8
3,Pointing & Target Selection,Input & Interaction Techniques,2003,5,21
3,Pointing & Target Selection,Input & Interaction Techniques,2004,6,14
3,Pointing & Target Selection,Input & Interaction Techniques,2005,3,20
3,Pointing & Target Selection,Input & Interaction Techniques,2006,3,31
3,Pointing & Target Selection,Input & Interaction Techniques,2007,10,61
3,Pointing & Target Selection,Input & Interaction Techniques,2008,15,62
3,Pointing & Target Selection,Input & Interaction Techniques,2009,5,71
3,Pointing & Target Selection,Input & Interaction Techniques,2010,5,57
3,Pointing & Target Selection,Input & Interaction Techniques,2011,14,108
3,Pointing & Target Selection,Input & Interaction Techniques,2012,6,62
3,Pointing & Target Selection,Input & Interaction Techniques,2013,10,77
3,Pointing & Target Selection,Input & Interaction Techniques,2014,14,97
3,Pointing & Target Selection,Input & Interaction Techniques,2015,8,58
3,Pointing & Target Selection,Input & Interaction Techniques,2016,7,59
3,Pointing & Target Selection,Input & Interaction Techniques,2017,13,118
3,Pointing & Target Selection,Input & Interaction Techniques,2018,13,120
3,Pointing & Target Selection,Input & Interaction Techniques,2019,13,155
3,Pointing & Target Selection,Input & Interaction Techniques,2020,12,129
3,Pointing & Target Selection,Input & Interaction Techniques,2021,10,141
3,Pointing & Target Selection,Input & Interaction Techniques,2022,10,158
3,Pointing & Target Selection,Input & Interaction Techniques,2023,12,207
3,Pointing & Target Selection,Input & Interaction Techniques,2024,13,216
3,Pointing & Target Selection,Input & Interaction Techniques,2025,12,220
3,Pointing & Target Selection,Input & Interaction Techniques,2026,15,232
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1982,1,0
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1985,1,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1986,1,0
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1988,1,0
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1990,1,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1991,1,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1992,1,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1995,0,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1997,2,0
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1998,2,2
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,1999,3,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2000,1,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2001,0,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2002,1,2
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2003,1,2
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2004,0,2
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2005,1,1
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2006,3,6
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2007,2,6
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2008,2,7
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2009,0,3
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2010,3,10
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2011,3,16
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2012,7,18
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2013,5,21
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2014,8,35
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2015,13,70
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2016,12,72
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2017,11,79
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2018,12,83
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2019,7,100
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2020,8,104
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2021,10,111
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2022,4,70
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2023,10,151
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2024,10,115
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2025,10,130
4,Hand Input & Gesture Sensing,Input & Interaction Techniques,2026,12,112
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1983,2,0
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1985,2,0
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1986,3,2
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1988,3,1
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1989,4,2
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1990,3,2
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1991,12,15
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1992,13,12
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1994,5,14
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1995,7,23
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1996,8,13
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1997,6,15
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1998,3,8
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,1999,5,11
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2000,3,9
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2001,7,21
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2002,5,24
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2003,4,15
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2004,3,20
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2005,6,39
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2006,8,45
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2007,6,35
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2008,12,71
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2009,9,33
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2010,6,32
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2011,7,46
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2012,5,38
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2013,5,38
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2014,5,55
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2015,2,25
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2016,3,33
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2017,4,48
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2018,4,47
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2019,1,26
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2020,0,21
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2021,0,21
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2022,2,33
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2023,3,31
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2024,0,17
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2025,2,19
5,Fisheye & Scrolling Techniques,Input & Interaction Techniques,2026,2,26
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1982,1,0
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1988,1,0
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1990,0,1
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1991,1,0
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1992,1,1
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1994,1,1
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1995,1,2
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1996,1,4
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1998,1,1
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,1999,2,2
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2000,2,8
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2001,1,0
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2002,2,4
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2003,1,2
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2004,0,3
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2005,1,6
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2006,1,5
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2007,5,12
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2008,0,9
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2009,5,20
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2010,7,21
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2011,8,29
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2012,12,48
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2013,14,91
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2014,11,70
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2015,8,49
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2016,5,108
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2017,10,110
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2018,11,110
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2019,8,105
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2020,6,84
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2021,7,107
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2022,7,83
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2023,6,101
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2024,8,86
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2025,5,86
6,Gesture Elicitation & Recognition,Input & Interaction Techniques,2026,3,58
7,Pen & Sketch Input,Input & Interaction Techniques,1985,1,0
7,Pen & Sketch Input,Input & Interaction Techniques,1986,1,2
7,Pen & Sketch Input,Input & Interaction Techniques,1990,2,0
7,Pen & Sketch Input,Input & Interaction Techniques,1991,1,1
7,Pen & Sketch Input,Input & Interaction Techniques,1992,3,0
7,Pen & Sketch Input,Input & Interaction Techniques,1994,2,4
7,Pen & Sketch Input,Input & Interaction Techniques,1995,3,9
7,Pen & Sketch Input,Input & Interaction Techniques,1996,0,3
7,Pen & Sketch Input,Input & Interaction Techniques,1997,5,7
7,Pen & Sketch Input,Input & Interaction Techniques,1998,4,19
7,Pen & Sketch Input,Input & Interaction Techniques,1999,6,19
7,Pen & Sketch Input,Input & Interaction Techniques,2000,4,23
7,Pen & Sketch Input,Input & Interaction Techniques,2001,2,7
7,Pen & Sketch Input,Input & Interaction Techniques,2002,0,6
7,Pen & Sketch Input,Input & Interaction Techniques,2003,3,13
7,Pen & Sketch Input,Input & Interaction Techniques,2004,4,6
7,Pen & Sketch Input,Input & Interaction Techniques,2005,4,23
7,Pen & Sketch Input,Input & Interaction Techniques,2006,7,28
7,Pen & Sketch Input,Input & Interaction Techniques,2007,7,51
7,Pen & Sketch Input,Input & Interaction Techniques,2008,7,47
7,Pen & Sketch Input,Input & Interaction Techniques,2009,7,56
7,Pen & Sketch Input,Input & Interaction Techniques,2010,5,50
7,Pen & Sketch Input,Input & Interaction Techniques,2011,14,95
7,Pen & Sketch Input,Input & Interaction Techniques,2012,8,65
7,Pen & Sketch Input,Input & Interaction Techniques,2013,3,65
7,Pen & Sketch Input,Input & Interaction Techniques,2014,5,57
7,Pen & Sketch Input,Input & Interaction Techniques,2015,4,28
7,Pen & Sketch Input,Input & Interaction Techniques,2016,2,50
7,Pen & Sketch Input,Input & Interaction Techniques,2017,7,95
7,Pen & Sketch Input,Input & Interaction Techniques,2018,3,57
7,Pen & Sketch Input,Input & Interaction Techniques,2019,7,96
7,Pen & Sketch Input,Input & Interaction Techniques,2020,9,83
7,Pen & Sketch Input,Input & Interaction Techniques,2021,2,73
7,Pen & Sketch Input,Input & Interaction Techniques,2022,7,89
7,Pen & Sketch Input,Input & Interaction Techniques,2023,1,65
7,Pen & Sketch Input,Input & Interaction Techniques,2024,2,54
7,Pen & Sketch Input,Input & Interaction Techniques,2025,5,91
7,Pen & Sketch Input,Input & Interaction Techniques,2026,0,60
8,Text Entry,Input & Interaction Techniques,1982,1,0
8,Text Entry,Input & Interaction Techniques,1997,1,0
8,Text Entry,Input & Interaction Techniques,1998,1,0
8,Text Entry,Input & Interaction Techniques,1999,4,2
8,Text Entry,Input & Interaction Techniques,2000,1,2
8,Text Entry,Input & Interaction Techniques,2001,1,2
8,Text Entry,Input & Interaction Techniques,2002,1,1
8,Text Entry,Input & Interaction Techniques,2003,2,3
8,Text Entry,Input & Interaction Techniques,2004,5,16
8,Text Entry,Input & Interaction Techniques,2005,2,6
8,Text Entry,Input & Interaction Techniques,2006,5,10
8,Text Entry,Input & Interaction Techniques,2007,3,14
8,Text Entry,Input & Interaction Techniques,2008,6,17
8,Text Entry,Input & Interaction Techniques,2009,2,7
8,Text Entry,Input & Interaction Techniques,2010,9,32
8,Text Entry,Input & Interaction Techniques,2011,4,13
8,Text Entry,Input & Interaction Techniques,2012,7,31
8,Text Entry,Input & Interaction Techniques,2013,7,38
8,Text Entry,Input & Interaction Techniques,2014,7,34
8,Text Entry,Input & Interaction Techniques,2015,9,63
8,Text Entry,Input & Interaction Techniques,2016,10,92
8,Text Entry,Input & Interaction Techniques,2017,8,96
8,Text Entry,Input & Interaction Techniques,2018,13,127
8,Text Entry,Input & Interaction Techniques,2019,7,102
8,Text Entry,Input & Interaction Techniques,2020,10,145
8,Text Entry,Input & Interaction Techniques,2021,10,150
8,Text Entry,Input & Interaction Techniques,2022,7,136
8,Text Entry,Input & Interaction Techniques,2023,7,119
8,Text Entry,Input & Interaction Techniques,2024,4,63
8,Text Entry,Input & Interaction Techniques,2025,12,174
8,Text Entry,Input & Interaction Techniques,2026,3,81
9,Touch & Multi-touch Input,Input & Interaction Techniques,1986,1,0
9,Touch & Multi-touch Input,Input & Interaction Techniques,1998,1,0
9,Touch & Multi-touch Input,Input & Interaction Techniques,1999,1,2
9,Touch & Multi-touch Input,Input & Interaction Techniques,2002,0,3
9,Touch & Multi-touch Input,Input & Interaction Techniques,2003,0,2
9,Touch & Multi-touch Input,Input & Interaction Techniques,2004,1,1
9,Touch & Multi-touch Input,Input & Interaction Techniques,2005,1,2
9,Touch & Multi-touch Input,Input & Interaction Techniques,2006,0,2
9,Touch & Multi-touch Input,Input & Interaction Techniques,2007,1,2
9,Touch & Multi-touch Input,Input & Interaction Techniques,2008,2,7
9,Touch & Multi-touch Input,Input & Interaction Techniques,2009,5,5
9,Touch & Multi-touch Input,Input & Interaction Techniques,2010,4,14
9,Touch & Multi-touch Input,Input & Interaction Techniques,2011,7,36
9,Touch & Multi-touch Input,Input & Interaction Techniques,2012,7,27
9,Touch & Multi-touch Input,Input & Interaction Techniques,2013,7,38
9,Touch & Multi-touch Input,Input & Interaction Techniques,2014,12,54
9,Touch & Multi-touch Input,Input & Interaction Techniques,2015,6,35
9,Touch & Multi-touch Input,Input & Interaction Techniques,2016,9,65
9,Touch & Multi-touch Input,Input & Interaction Techniques,2017,8,85
9,Touch & Multi-touch Input,Input & Interaction Techniques,2018,7,88
9,Touch & Multi-touch Input,Input & Interaction Techniques,2019,7,75
9,Touch & Multi-touch Input,Input & Interaction Techniques,2020,3,45
9,Touch & Multi-touch Input,Input & Interaction Techniques,2021,4,75
9,Touch & Multi-touch Input,Input & Interaction Techniques,2022,2,27
9,Touch & Multi-touch Input,Input & Interaction Techniques,2023,5,49
9,Touch & Multi-touch Input,Input & Interaction Techniques,2024,2,39
9,Touch & Multi-touch Input,Input & Interaction Techniques,2025,2,38
9,Touch & Multi-touch Input,Input & Interaction Techniques,2026,2,29
11,VR Haptics,"Tangible, VR & Fabrication",1994,1,0
11,VR Haptics,"Tangible, VR & Fabrication",1995,0,4
11,VR Haptics,"Tangible, VR & Fabrication",1996,0,1
11,VR Haptics,"Tangible, VR & Fabrication",1997,0,3
11,VR Haptics,"Tangible, VR & Fabrication",1998,0,2
11,VR Haptics,"Tangible, VR & Fabrication",1999,0,3
11,VR Haptics,"Tangible, VR & Fabrication",2000,0,1
11,VR Haptics,"Tangible, VR & Fabrication",2002,0,2
11,VR Haptics,"Tangible, VR & Fabrication",2003,0,1
11,VR Haptics,"Tangible, VR & Fabrication",2004,1,1
11,VR Haptics,"Tangible, VR & Fabrication",2005,0,2
11,VR Haptics,"Tangible, VR & Fabrication",2007,0,1
11,VR Haptics,"Tangible, VR & Fabrication",2008,1,1
11,VR Haptics,"Tangible, VR & Fabrication",2009,2,0
11,VR Haptics,"Tangible, VR & Fabrication",2010,1,1
11,VR Haptics,"Tangible, VR & Fabrication",2011,3,7
11,VR Haptics,"Tangible, VR & Fabrication",2012,3,2
11,VR Haptics,"Tangible, VR & Fabrication",2013,4,4
11,VR Haptics,"Tangible, VR & Fabrication",2014,2,10
11,VR Haptics,"Tangible, VR & Fabrication",2015,7,17
11,VR Haptics,"Tangible, VR & Fabrication",2016,9,24
11,VR Haptics,"Tangible, VR & Fabrication",2017,15,46
11,VR Haptics,"Tangible, VR & Fabrication",2018,19,108
11,VR Haptics,"Tangible, VR & Fabrication",2019,23,179
11,VR Haptics,"Tangible, VR & Fabrication",2020,24,226
11,VR Haptics,"Tangible, VR & Fabrication",2021,15,158
11,VR Haptics,"Tangible, VR & Fabrication",2022,16,197
11,VR Haptics,"Tangible, VR & Fabrication",2023,31,248
11,VR Haptics,"Tangible, VR & Fabrication",2024,33,342
11,VR Haptics,"Tangible, VR & Fabrication",2025,35,349
11,VR Haptics,"Tangible, VR & Fabrication",2026,38,386
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1991,1,0
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1992,2,0
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1994,0,1
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1995,1,2
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1996,1,0
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1997,1,0
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",1998,0,1
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2002,1,0
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2004,2,0
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2005,1,1
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2006,0,1
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2007,2,2
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2008,2,2
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2009,3,4
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2010,2,5
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2011,7,32
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2012,7,23
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2013,8,52
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2014,7,37
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2015,7,45
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2016,19,107
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2017,13,79
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2018,12,115
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2019,12,78
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2020,6,85
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2021,9,89
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2022,14,152
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2023,12,155
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2024,16,166
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2025,11,131
12,Deformable & Soft Displays,"Tangible, VR & Fabrication",2026,14,146
13,Tangible Interaction,"Tangible, VR & Fabrication",1992,1,0
13,Tangible Interaction,"Tangible, VR & Fabrication",1994,0,1
13,Tangible Interaction,"Tangible, VR & Fabrication",1995,1,2
13,Tangible Interaction,"Tangible, VR & Fabrication",1996,0,2
13,Tangible Interaction,"Tangible, VR & Fabrication",1997,3,9
13,Tangible Interaction,"Tangible, VR & Fabrication",1998,5,16
13,Tangible Interaction,"Tangible, VR & Fabrication",1999,9,39
13,Tangible Interaction,"Tangible, VR & Fabrication",2000,4,21
13,Tangible Interaction,"Tangible, VR & Fabrication",2001,2,20
13,Tangible Interaction,"Tangible, VR & Fabrication",2002,3,26
13,Tangible Interaction,"Tangible, VR & Fabrication",2003,2,14
13,Tangible Interaction,"Tangible, VR & Fabrication",2004,2,18
13,Tangible Interaction,"Tangible, VR & Fabrication",2005,0,11
13,Tangible Interaction,"Tangible, VR & Fabrication",2006,2,20
13,Tangible Interaction,"Tangible, VR & Fabrication",2007,2,13
13,Tangible Interaction,"Tangible, VR & Fabrication",2008,4,19
13,Tangible Interaction,"Tangible, VR & Fabrication",2009,8,36
13,Tangible Interaction,"Tangible, VR & Fabrication",2010,6,41
13,Tangible Interaction,"Tangible, VR & Fabrication",2011,9,67
13,Tangible Interaction,"Tangible, VR & Fabrication",2012,6,49
13,Tangible Interaction,"Tangible, VR & Fabrication",2013,7,34
13,Tangible Interaction,"Tangible, VR & Fabrication",2014,8,44
13,Tangible Interaction,"Tangible, VR & Fabrication",2015,6,47
13,Tangible Interaction,"Tangible, VR & Fabrication",2016,4,71
13,Tangible Interaction,"Tangible, VR & Fabrication",2017,2,61
13,Tangible Interaction,"Tangible, VR & Fabrication",2018,4,83
