sub,name,band,year,papers,cites_received
1,"Gender, Intimacy & Safety","Work, Community & Society",2013,6,46
1,"Gender, Intimacy & Safety","Work, Community & Society",2014,7,74
1,"Gender, Intimacy & Safety","Work, Community & Society",2015,8,68
1,"Gender, Intimacy & Safety","Work, Community & Society",2016,11,119
1,"Gender, Intimacy & Safety","Work, Community & Society",2017,24,227
1,"Gender, Intimacy & Safety","Work, Community & Society",2018,20,223
1,"Gender, Intimacy & Safety","Work, Community & Society",2019,35,403
1,"Gender, Intimacy & Safety","Work, Community & Society",2020,38,546
1,"Gender, Intimacy & Safety","Work, Community & Society",2021,46,801
1,"Gender, Intimacy & Safety","Work, Community & Society",2022,38,771
1,"Gender, Intimacy & Safety","Work, Community & Society",2023,45,804
1,"Gender, Intimacy & Safety","Work, Community & Society",2024,70,1338
1,"Gender, Intimacy & Safety","Work, Community & Society",2025,67,1574
1,"Gender, Intimacy & Safety","Work, Community & Society",2026,64,1360
2,Gender & Algorithmic Bias,"Work, Community & Society",1983,1,0
2,Gender & Algorithmic Bias,"Work, Community & Society",1989,1,0
2,Gender & Algorithmic Bias,"Work, Community & Society",1994,1,0
2,Gender & Algorithmic Bias,"Work, Community & Society",2000,1,0
2,Gender & Algorithmic Bias,"Work, Community & Society",2006,2,1
2,Gender & Algorithmic Bias,"Work, Community & Society",2007,1,0
2,Gender & Algorithmic Bias,"Work, Community & Society",2008,2,2
2,Gender & Algorithmic Bias,"Work, Community & Society",2009,1,4
2,Gender & Algorithmic Bias,"Work, Community & Society",2010,3,1
2,Gender & Algorithmic Bias,"Work, Community & Society",2011,2,7
2,Gender & Algorithmic Bias,"Work, Community & Society",2012,6,11
2,Gender & Algorithmic Bias,"Work, Community & Society",2013,3,15
2,Gender & Algorithmic Bias,"Work, Community & Society",2014,9,23
2,Gender & Algorithmic Bias,"Work, Community & Society",2015,12,33
2,Gender & Algorithmic Bias,"Work, Community & Society",2016,12,101
2,Gender & Algorithmic Bias,"Work, Community & Society",2017,25,182
2,Gender & Algorithmic Bias,"Work, Community & Society",2018,27,277
2,Gender & Algorithmic Bias,"Work, Community & Society",2019,24,442
2,Gender & Algorithmic Bias,"Work, Community & Society",2020,26,358
2,Gender & Algorithmic Bias,"Work, Community & Society",2021,43,746
2,Gender & Algorithmic Bias,"Work, Community & Society",2022,47,853
2,Gender & Algorithmic Bias,"Work, Community & Society",2023,48,818
2,Gender & Algorithmic Bias,"Work, Community & Society",2024,60,1202
2,Gender & Algorithmic Bias,"Work, Community & Society",2025,70,1563
2,Gender & Algorithmic Bias,"Work, Community & Society",2026,43,953
3,Gig Work & Labor,"Work, Community & Society",1988,1,0
3,Gig Work & Labor,"Work, Community & Society",1996,1,0
3,Gig Work & Labor,"Work, Community & Society",1997,1,1
3,Gig Work & Labor,"Work, Community & Society",1998,0,1
3,Gig Work & Labor,"Work, Community & Society",2000,1,1
3,Gig Work & Labor,"Work, Community & Society",2001,0,1
3,Gig Work & Labor,"Work, Community & Society",2003,0,1
3,Gig Work & Labor,"Work, Community & Society",2004,0,1
3,Gig Work & Labor,"Work, Community & Society",2005,0,1
3,Gig Work & Labor,"Work, Community & Society",2006,0,1
3,Gig Work & Labor,"Work, Community & Society",2007,1,0
3,Gig Work & Labor,"Work, Community & Society",2008,2,5
3,Gig Work & Labor,"Work, Community & Society",2009,0,2
3,Gig Work & Labor,"Work, Community & Society",2010,5,9
3,Gig Work & Labor,"Work, Community & Society",2011,2,17
3,Gig Work & Labor,"Work, Community & Society",2012,2,14
3,Gig Work & Labor,"Work, Community & Society",2013,3,11
3,Gig Work & Labor,"Work, Community & Society",2014,9,18
3,Gig Work & Labor,"Work, Community & Society",2015,11,43
3,Gig Work & Labor,"Work, Community & Society",2016,13,85
3,Gig Work & Labor,"Work, Community & Society",2017,28,231
3,Gig Work & Labor,"Work, Community & Society",2018,20,301
3,Gig Work & Labor,"Work, Community & Society",2019,27,318
3,Gig Work & Labor,"Work, Community & Society",2020,18,210
3,Gig Work & Labor,"Work, Community & Society",2021,29,453
3,Gig Work & Labor,"Work, Community & Society",2022,43,477
3,Gig Work & Labor,"Work, Community & Society",2023,27,449
3,Gig Work & Labor,"Work, Community & Society",2024,46,678
3,Gig Work & Labor,"Work, Community & Society",2025,56,1024
3,Gig Work & Labor,"Work, Community & Society",2026,25,524
4,Civic Participation,"Work, Community & Society",1996,1,0
4,Civic Participation,"Work, Community & Society",1997,0,2
4,Civic Participation,"Work, Community & Society",1998,0,3
4,Civic Participation,"Work, Community & Society",1999,0,1
4,Civic Participation,"Work, Community & Society",2000,1,2
4,Civic Participation,"Work, Community & Society",2001,0,3
4,Civic Participation,"Work, Community & Society",2002,1,2
4,Civic Participation,"Work, Community & Society",2004,2,9
4,Civic Participation,"Work, Community & Society",2005,1,2
4,Civic Participation,"Work, Community & Society",2006,1,6
4,Civic Participation,"Work, Community & Society",2007,1,3
4,Civic Participation,"Work, Community & Society",2008,1,11
4,Civic Participation,"Work, Community & Society",2009,0,7
4,Civic Participation,"Work, Community & Society",2010,9,4
4,Civic Participation,"Work, Community & Society",2011,5,16
4,Civic Participation,"Work, Community & Society",2012,10,29
4,Civic Participation,"Work, Community & Society",2013,5,32
4,Civic Participation,"Work, Community & Society",2014,15,63
4,Civic Participation,"Work, Community & Society",2015,21,94
4,Civic Participation,"Work, Community & Society",2016,18,166
4,Civic Participation,"Work, Community & Society",2017,26,270
4,Civic Participation,"Work, Community & Society",2018,27,390
4,Civic Participation,"Work, Community & Society",2019,23,364
4,Civic Participation,"Work, Community & Society",2020,17,294
4,Civic Participation,"Work, Community & Society",2021,23,431
4,Civic Participation,"Work, Community & Society",2022,15,396
4,Civic Participation,"Work, Community & Society",2023,23,399
4,Civic Participation,"Work, Community & Society",2024,24,471
4,Civic Participation,"Work, Community & Society",2025,29,612
4,Civic Participation,"Work, Community & Society",2026,23,487
5,Infrastructure & Making,"Work, Community & Society",1986,1,0
5,Infrastructure & Making,"Work, Community & Society",1994,1,1
5,Infrastructure & Making,"Work, Community & Society",1996,2,1
5,Infrastructure & Making,"Work, Community & Society",1998,1,0
5,Infrastructure & Making,"Work, Community & Society",2000,0,1
5,Infrastructure & Making,"Work, Community & Society",2004,2,2
5,Infrastructure & Making,"Work, Community & Society",2005,0,1
5,Infrastructure & Making,"Work, Community & Society",2006,2,4
5,Infrastructure & Making,"Work, Community & Society",2007,0,2
5,Infrastructure & Making,"Work, Community & Society",2008,4,7
5,Infrastructure & Making,"Work, Community & Society",2009,0,1
5,Infrastructure & Making,"Work, Community & Society",2010,4,7
5,Infrastructure & Making,"Work, Community & Society",2011,6,12
5,Infrastructure & Making,"Work, Community & Society",2012,8,24
5,Infrastructure & Making,"Work, Community & Society",2013,8,34
5,Infrastructure & Making,"Work, Community & Society",2014,13,59
5,Infrastructure & Making,"Work, Community & Society",2015,16,113
5,Infrastructure & Making,"Work, Community & Society",2016,18,147
5,Infrastructure & Making,"Work, Community & Society",2017,23,228
5,Infrastructure & Making,"Work, Community & Society",2018,19,201
5,Infrastructure & Making,"Work, Community & Society",2019,17,324
5,Infrastructure & Making,"Work, Community & Society",2020,13,213
5,Infrastructure & Making,"Work, Community & Society",2021,24,407
5,Infrastructure & Making,"Work, Community & Society",2022,20,375
5,Infrastructure & Making,"Work, Community & Society",2023,16,342
5,Infrastructure & Making,"Work, Community & Society",2024,16,433
5,Infrastructure & Making,"Work, Community & Society",2025,28,573
5,Infrastructure & Making,"Work, Community & Society",2026,13,395
6,Crisis Informatics,"Work, Community & Society",2002,1,0
6,Crisis Informatics,"Work, Community & Society",2004,1,1
6,Crisis Informatics,"Work, Community & Society",2005,1,0
6,Crisis Informatics,"Work, Community & Society",2006,2,3
6,Crisis Informatics,"Work, Community & Society",2007,2,5
6,Crisis Informatics,"Work, Community & Society",2008,3,4
6,Crisis Informatics,"Work, Community & Society",2009,1,4
6,Crisis Informatics,"Work, Community & Society",2010,5,11
6,Crisis Informatics,"Work, Community & Society",2011,11,25
6,Crisis Informatics,"Work, Community & Society",2012,10,38
6,Crisis Informatics,"Work, Community & Society",2013,7,48
6,Crisis Informatics,"Work, Community & Society",2014,6,54
6,Crisis Informatics,"Work, Community & Society",2015,11,87
6,Crisis Informatics,"Work, Community & Society",2016,14,120
6,Crisis Informatics,"Work, Community & Society",2017,21,190
6,Crisis Informatics,"Work, Community & Society",2018,16,182
6,Crisis Informatics,"Work, Community & Society",2019,12,130
6,Crisis Informatics,"Work, Community & Society",2020,11,92
6,Crisis Informatics,"Work, Community & Society",2021,20,294
6,Crisis Informatics,"Work, Community & Society",2022,17,260
6,Crisis Informatics,"Work, Community & Society",2023,15,225
6,Crisis Informatics,"Work, Community & Society",2024,16,293
6,Crisis Informatics,"Work, Community & Society",2025,22,361
6,Crisis Informatics,"Work, Community & Society",2026,9,197
7,ICTD & Rural Communities,"Work, Community & Society",1990,1,0
7,ICTD & Rural Communities,"Work, Community & Society",1997,3,1
7,ICTD & Rural Communities,"Work, Community & Society",2004,1,0
7,ICTD & Rural Communities,"Work, Community & Society",2006,0,2
7,ICTD & Rural Communities,"Work, Community & Society",2007,3,0
7,ICTD & Rural Communities,"Work, Community & Society",2008,6,8
7,ICTD & Rural Communities,"Work, Community & Society",2009,6,14
7,ICTD & Rural Communities,"Work, Community & Society",2010,10,18
7,ICTD & Rural Communities,"Work, Community & Society",2011,7,31
7,ICTD & Rural Communities,"Work, Community & Society",2012,8,36
7,ICTD & Rural Communities,"Work, Community & Society",2013,16,55
7,ICTD & Rural Communities,"Work, Community & Society",2014,8,37
7,ICTD & Rural Communities,"Work, Community & Society",2015,10,54
7,ICTD & Rural Communities,"Work, Community & Society",2016,7,60
7,ICTD & Rural Communities,"Work, Community & Society",2017,11,129
7,ICTD & Rural Communities,"Work, Community & Society",2018,17,146
7,ICTD & Rural Communities,"Work, Community & Society",2019,18,215
7,ICTD & Rural Communities,"Work, Community & Society",2020,8,129
7,ICTD & Rural Communities,"Work, Community & Society",2021,17,280
7,ICTD & Rural Communities,"Work, Community & Society",2022,9,252
7,ICTD & Rural Communities,"Work, Community & Society",2023,11,162
7,ICTD & Rural Communities,"Work, Community & Society",2024,12,290
7,ICTD & Rural Communities,"Work, Community & Society",2025,19,297
7,ICTD & Rural Communities,"Work, Community & Society",2026,17,225
8,Race & Social Justice in HCI,"Work, Community & Society",1988,2,0
8,Race & Social Justice in HCI,"Work, Community & Society",1992,1,0
8,Race & Social Justice in HCI,"Work, Community & Society",1994,0,1
8,Race & Social Justice in HCI,"Work, Community & Society",2005,1,0
8,Race & Social Justice in HCI,"Work, Community & Society",2010,3,1
8,Race & Social Justice in HCI,"Work, Community & Society",2011,2,1
8,Race & Social Justice in HCI,"Work, Community & Society",2012,1,4
8,Race & Social Justice in HCI,"Work, Community & Society",2013,3,10
8,Race & Social Justice in HCI,"Work, Community & Society",2014,4,10
8,Race & Social Justice in HCI,"Work, Community & Society",2015,2,14
8,Race & Social Justice in HCI,"Work, Community & Society",2016,2,7
8,Race & Social Justice in HCI,"Work, Community & Society",2017,5,49
8,Race & Social Justice in HCI,"Work, Community & Society",2018,4,51
8,Race & Social Justice in HCI,"Work, Community & Society",2019,9,58
8,Race & Social Justice in HCI,"Work, Community & Society",2020,6,83
8,Race & Social Justice in HCI,"Work, Community & Society",2021,14,228
8,Race & Social Justice in HCI,"Work, Community & Society",2022,18,259
8,Race & Social Justice in HCI,"Work, Community & Society",2023,20,314
8,Race & Social Justice in HCI,"Work, Community & Society",2024,24,439
8,Race & Social Justice in HCI,"Work, Community & Society",2025,31,651
8,Race & Social Justice in HCI,"Work, Community & Society",2026,20,474
9,"Religion, Migration & Digital Life","Work, Community & Society",2004,3,0
9,"Religion, Migration & Digital Life","Work, Community & Society",2006,2,1
9,"Religion, Migration & Digital Life","Work, Community & Society",2007,1,4
9,"Religion, Migration & Digital Life","Work, Community & Society",2008,2,10
9,"Religion, Migration & Digital Life","Work, Community & Society",2009,2,14
9,"Religion, Migration & Digital Life","Work, Community & Society",2010,3,9
9,"Religion, Migration & Digital Life","Work, Community & Society",2011,2,17
9,"Religion, Migration & Digital Life","Work, Community & Society",2012,3,17
9,"Religion, Migration & Digital Life","Work, Community & Society",2013,1,9
9,"Religion, Migration & Digital Life","Work, Community & Society",2014,4,28
9,"Religion, Migration & Digital Life","Work, Community & Society",2015,4,13
9,"Religion, Migration & Digital Life","Work, Community & Society",2016,7,30
9,"Religion, Migration & Digital Life","Work, Community & Society",2017,5,44
9,"Religion, Migration & Digital Life","Work, Community & Society",2018,6,52
9,"Religion, Migration & Digital Life","Work, Community & Society",2019,10,86
9,"Religion, Migration & Digital Life","Work, Community & Society",2020,9,103
9,"Religion, Migration & Digital Life","Work, Community & Society",2021,11,165
9,"Religion, Migration & Digital Life","Work, Community & Society",2022,12,176
9,"Religion, Migration & Digital Life","Work, Community & Society",2023,19,181
9,"Religion, Migration & Digital Life","Work, Community & Society",2024,19,274
9,"Religion, Migration & Digital Life","Work, Community & Society",2025,20,365
9,"Religion, Migration & Digital Life","Work, Community & Society",2026,16,323
10,CSCW Foundations,"Work, Community & Society",1986,3,0
10,CSCW Foundations,"Work, Community & Society",1988,4,9
10,CSCW Foundations,"Work, Community & Society",1989,1,1
10,CSCW Foundations,"Work, Community & Society",1990,9,12
10,CSCW Foundations,"Work, Community & Society",1991,4,13
10,CSCW Foundations,"Work, Community & Society",1992,14,33
10,CSCW Foundations,"Work, Community & Society",1993,0,2
10,CSCW Foundations,"Work, Community & Society",1994,11,32
10,CSCW Foundations,"Work, Community & Society",1995,3,14
10,CSCW Foundations,"Work, Community & Society",1996,5,36
10,CSCW Foundations,"Work, Community & Society",1997,5,21
10,CSCW Foundations,"Work, Community & Society",1998,2,15
10,CSCW Foundations,"Work, Community & Society",1999,1,17
10,CSCW Foundations,"Work, Community & Society",2000,5,17
10,CSCW Foundations,"Work, Community & Society",2001,2,6
10,CSCW Foundations,"Work, Community & Society",2002,5,23
10,CSCW Foundations,"Work, Community & Society",2003,0,9
10,CSCW Foundations,"Work, Community & Society",2004,7,41
10,CSCW Foundations,"Work, Community & Society",2005,0,7
10,CSCW Foundations,"Work, Community & Society",2006,3,36
10,CSCW Foundations,"Work, Community & Society",2007,0,12
10,CSCW Foundations,"Work, Community & Society",2008,8,23
10,CSCW Foundations,"Work, Community & Society",2009,0,9
10,CSCW Foundations,"Work, Community & Society",2010,0,9
10,CSCW Foundations,"Work, Community & Society",2011,3,25
10,CSCW Foundations,"Work, Community & Society",2012,2,23
10,CSCW Foundations,"Work, Community & Society",2013,3,23
10,CSCW Foundations,"Work, Community & Society",2014,2,28
10,CSCW Foundations,"Work, Community & Society",2015,3,37
10,CSCW Foundations,"Work, Community & Society",2016,2,28
10,CSCW Foundations,"Work, Community & Society",2017,3,40
10,CSCW Foundations,"Work, Community & Society",2018,1,42
10,CSCW Foundations,"Work, Community & Society",2019,0,31
10,CSCW Foundations,"Work, Community & Society",2020,5,31
10,CSCW Foundations,"Work, Community & Society",2021,6,56
10,CSCW Foundations,"Work, Community & Society",2022,2,45
10,CSCW Foundations,"Work, Community & Society",2023,3,59
10,CSCW Foundations,"Work, Community & Society",2024,3,57
10,CSCW Foundations,"Work, Community & Society",2025,5,82
10,CSCW Foundations,"Work, Community & Society",2026,4,46
11,Data Work & Crypto Economies,"Work, Community & Society",2004,1,0
11,Data Work & Crypto Economies,"Work, Community & Society",2005,1,1
11,Data Work & Crypto Economies,"Work, Community & Society",2006,1,2
11,Data Work & Crypto Economies,"Work, Community & Society",2007,0,3
11,Data Work & Crypto Economies,"Work, Community & Society",2008,2,7
11,Data Work & Crypto Economies,"Work, Community & Society",2009,1,3
11,Data Work & Crypto Economies,"Work, Community & Society",2010,0,6
11,Data Work & Crypto Economies,"Work, Community & Society",2011,3,7
11,Data Work & Crypto Economies,"Work, Community & Society",2012,4,7
11,Data Work & Crypto Economies,"Work, Community & Society",2013,2,4
11,Data Work & Crypto Economies,"Work, Community & Society",2014,3,12
11,Data Work & Crypto Economies,"Work, Community & Society",2015,6,22
11,Data Work & Crypto Economies,"Work, Community & Society",2016,4,29
11,Data Work & Crypto Economies,"Work, Community & Society",2017,9,32
11,Data Work & Crypto Economies,"Work, Community & Society",2018,13,80
11,Data Work & Crypto Economies,"Work, Community & Society",2019,14,118
11,Data Work & Crypto Economies,"Work, Community & Society",2020,8,78
11,Data Work & Crypto Economies,"Work, Community & Society",2021,15,185
11,Data Work & Crypto Economies,"Work, Community & Society",2022,20,196
11,Data Work & Crypto Economies,"Work, Community & Society",2023,7,173
11,Data Work & Crypto Economies,"Work, Community & Society",2024,20,261
11,Data Work & Crypto Economies,"Work, Community & Society",2025,16,329
11,Data Work & Crypto Economies,"Work, Community & Society",2026,6,154
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2006,3,2
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2007,2,3
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2008,4,3
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2009,6,13
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2010,5,18
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2011,18,55
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2012,14,92
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2013,26,143
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2014,30,204
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2015,29,186
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2016,35,355
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2017,41,557
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2018,33,478
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2019,33,467
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2020,14,287
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2021,38,620
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2022,15,442
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2023,15,333
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2024,18,451
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2025,10,351
12,Crowdsourcing & Human Computation,Online Communities & Crowds,2026,2,113
13,Wikipedia & Open Source,Online Communities & Crowds,1998,1,0
13,Wikipedia & Open Source,Online Communities & Crowds,1999,0,1
13,Wikipedia & Open Source,Online Communities & Crowds,2000,2,1
13,Wikipedia & Open Source,Online Communities & Crowds,2002,2,4
13,Wikipedia & Open Source,Online Communities & Crowds,2004,3,7
13,Wikipedia & Open Source,Online Communities & Crowds,2005,2,5
13,Wikipedia & Open Source,Online Communities & Crowds,2006,6,15
13,Wikipedia & Open Source,Online Communities & Crowds,2007,5,18
13,Wikipedia & Open Source,Online Communities & Crowds,2008,11,41
13,Wikipedia & Open Source,Online Communities & Crowds,2009,10,38
13,Wikipedia & Open Source,Online Communities & Crowds,2010,21,96
13,Wikipedia & Open Source,Online Communities & Crowds,2011,11,61
13,Wikipedia & Open Source,Online Communities & Crowds,2012,32,131
13,Wikipedia & Open Source,Online Communities & Crowds,2013,27,185
13,Wikipedia & Open Source,Online Communities & Crowds,2014,23,175
13,Wikipedia & Open Source,Online Communities & Crowds,2015,31,185
13,Wikipedia & Open Source,Online Communities & Crowds,2016,25,244
13,Wikipedia & Open Source,Online Communities & Crowds,2017,28,354
13,Wikipedia & Open Source,Online Communities & Crowds,2018,23,296
13,Wikipedia & Open Source,Online Communities & Crowds,2019,16,241
13,Wikipedia & Open Source,Online Communities & Crowds,2020,6,172
13,Wikipedia & Open Source,Online Communities & Crowds,2021,17,284
13,Wikipedia & Open Source,Online Communities & Crowds,2022,18,286
13,Wikipedia & Open Source,Online Communities & Crowds,2023,12,279
13,Wikipedia & Open Source,Online Communities & Crowds,2024,13,293
13,Wikipedia & Open Source,Online Communities & Crowds,2025,15,294
13,Wikipedia & Open Source,Online Communities & Crowds,2026,5,117
14,Moderation & Online Harassment,Online Communities & Crowds,2004,1,1
14,Moderation & Online Harassment,Online Communities & Crowds,2005,0,2
14,Moderation & Online Harassment,Online Communities & Crowds,2006,0,1
14,Moderation & Online Harassment,Online Communities & Crowds,2007,1,2
14,Moderation & Online Harassment,Online Communities & Crowds,2008,0,2
14,Moderation & Online Harassment,Online Communities & Crowds,2009,0,3
14,Moderation & Online Harassment,Online Communities & Crowds,2010,0,5
14,Moderation & Online Harassment,Online Communities & Crowds,2011,2,5
14,Moderation & Online Harassment,Online Communities & Crowds,2012,2,9
14,Moderation & Online Harassment,Online Communities & Crowds,2013,1,6
14,Moderation & Online Harassment,Online Communities & Crowds,2014,2,10
14,Moderation & Online Harassment,Online Communities & Crowds,2015,1,9
14,Moderation & Online Harassment,Online Communities & Crowds,2016,5,17
14,Moderation & Online Harassment,Online Communities & Crowds,2017,11,62
14,Moderation & Online Harassment,Online Communities & Crowds,2018,9,84
14,Moderation & Online Harassment,Online Communities & Crowds,2019,18,154
14,Moderation & Online Harassment,Online Communities & Crowds,2020,15,203
14,Moderation & Online Harassment,Online Communities & Crowds,2021,21,302
14,Moderation & Online Harassment,Online Communities & Crowds,2022,31,419
14,Moderation & Online Harassment,Online Communities & Crowds,2023,28,603
14,Moderation & Online Harassment,Online Communities & Crowds,2024,38,719
14,Moderation & Online Harassment,Online Communities & Crowds,2025,57,970
14,Moderation & Online Harassment,Online Communities & Crowds,2026,15,498
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2005,1,0
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2006,1,1
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2007,0,1
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2009,3,1
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2010,6,5
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2011,2,9
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2012,3,11
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2013,5,20
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2014,6,21
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2015,4,35
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2016,5,31
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2017,4,36
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2018,12,69
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2019,7,31
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2020,9,54
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2021,22,115
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2022,26,160
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2023,24,201
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2024,27,332
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2025,33,430
15,Crisis Informatics & Misinformation,Online Communities & Crowds,2026,16,209
16,Live Streaming,Online Communities & Crowds,1992,1,0
16,Live Streaming,Online Communities & Crowds,1994,0,1
16,Live Streaming,Online Communities & Crowds,1996,0,1
16,Live Streaming,Online Communities & Crowds,1998,0,1
16,Live Streaming,Online Communities & Crowds,2001,0,1
16,Live Streaming,Online Communities & Crowds,2002,1,0
16,Live Streaming,Online Communities & Crowds,2006,1,0
16,Live Streaming,Online Communities & Crowds,2007,1,1
16,Live Streaming,Online Communities & Crowds,2008,2,1
16,Live Streaming,Online Communities & Crowds,2009,2,4
16,Live Streaming,Online Communities & Crowds,2010,0,3
16,Live Streaming,Online Communities & Crowds,2011,3,10
16,Live Streaming,Online Communities & Crowds,2012,6,9
16,Live Streaming,Online Communities & Crowds,2013,0,7
16,Live Streaming,Online Communities & Crowds,2014,8,14
16,Live Streaming,Online Communities & Crowds,2015,8,24
16,Live Streaming,Online Communities & Crowds,2016,6,39
16,Live Streaming,Online Communities & Crowds,2017,12,61
16,Live Streaming,Online Communities & Crowds,2018,9,81
16,Live Streaming,Online Communities & Crowds,2019,18,130
16,Live Streaming,Online Communities & Crowds,2020,9,98
16,Live Streaming,Online Communities & Crowds,2021,19,249
16,Live Streaming,Online Communities & Crowds,2022,16,227
16,Live Streaming,Online Communities & Crowds,2023,13,264
16,Live Streaming,Online Communities & Crowds,2024,16,294
16,Live Streaming,Online Communities & Crowds,2025,13,298
16,Live Streaming,Online Communities & Crowds,2026,9,163
17,Crowdfunding & Online Feedback,Online Communities & Crowds,1982,1,0
17,Crowdfunding & Online Feedback,Online Communities & Crowds,1983,1,1
17,Crowdfunding & Online Feedback,Online Communities & Crowds,1985,1,0
17,Crowdfunding & Online Feedback,Online Communities & Crowds,1986,1,2
17,Crowdfunding & Online Feedback,Online Communities & Crowds,1990,1,0
