sub,name,band,year,papers,cites_received
1,Social Media & Privacy,Social Media & Online Communities,2000,2,0
1,Social Media & Privacy,Social Media & Online Communities,2001,0,1
1,Social Media & Privacy,Social Media & Online Communities,2002,1,0
1,Social Media & Privacy,Social Media & Online Communities,2003,2,1
1,Social Media & Privacy,Social Media & Online Communities,2004,0,7
1,Social Media & Privacy,Social Media & Online Communities,2005,2,12
1,Social Media & Privacy,Social Media & Online Communities,2006,2,14
1,Social Media & Privacy,Social Media & Online Communities,2007,4,10
1,Social Media & Privacy,Social Media & Online Communities,2008,8,34
1,Social Media & Privacy,Social Media & Online Communities,2009,7,22
1,Social Media & Privacy,Social Media & Online Communities,2010,15,65
1,Social Media & Privacy,Social Media & Online Communities,2011,15,99
1,Social Media & Privacy,Social Media & Online Communities,2012,20,134
1,Social Media & Privacy,Social Media & Online Communities,2013,26,184
1,Social Media & Privacy,Social Media & Online Communities,2014,39,240
1,Social Media & Privacy,Social Media & Online Communities,2015,20,250
1,Social Media & Privacy,Social Media & Online Communities,2016,36,379
1,Social Media & Privacy,Social Media & Online Communities,2017,39,487
1,Social Media & Privacy,Social Media & Online Communities,2018,37,495
1,Social Media & Privacy,Social Media & Online Communities,2019,28,632
1,Social Media & Privacy,Social Media & Online Communities,2020,37,598
1,Social Media & Privacy,Social Media & Online Communities,2021,48,987
1,Social Media & Privacy,Social Media & Online Communities,2022,44,962
1,Social Media & Privacy,Social Media & Online Communities,2023,32,828
1,Social Media & Privacy,Social Media & Online Communities,2024,53,1201
1,Social Media & Privacy,Social Media & Online Communities,2025,65,1401
1,Social Media & Privacy,Social Media & Online Communities,2026,36,900
2,Wikipedia & Open Source,Social Media & Online Communities,1986,1,0
2,Wikipedia & Open Source,Social Media & Online Communities,1994,0,1
2,Wikipedia & Open Source,Social Media & Online Communities,1998,3,0
2,Wikipedia & Open Source,Social Media & Online Communities,1999,1,3
2,Wikipedia & Open Source,Social Media & Online Communities,2000,3,4
2,Wikipedia & Open Source,Social Media & Online Communities,2001,2,1
2,Wikipedia & Open Source,Social Media & Online Communities,2002,3,11
2,Wikipedia & Open Source,Social Media & Online Communities,2003,5,11
2,Wikipedia & Open Source,Social Media & Online Communities,2004,5,19
2,Wikipedia & Open Source,Social Media & Online Communities,2005,10,22
2,Wikipedia & Open Source,Social Media & Online Communities,2006,7,34
2,Wikipedia & Open Source,Social Media & Online Communities,2007,15,47
2,Wikipedia & Open Source,Social Media & Online Communities,2008,11,73
2,Wikipedia & Open Source,Social Media & Online Communities,2009,20,85
2,Wikipedia & Open Source,Social Media & Online Communities,2010,35,168
2,Wikipedia & Open Source,Social Media & Online Communities,2011,17,100
2,Wikipedia & Open Source,Social Media & Online Communities,2012,47,216
2,Wikipedia & Open Source,Social Media & Online Communities,2013,35,241
2,Wikipedia & Open Source,Social Media & Online Communities,2014,37,251
2,Wikipedia & Open Source,Social Media & Online Communities,2015,38,291
2,Wikipedia & Open Source,Social Media & Online Communities,2016,35,364
2,Wikipedia & Open Source,Social Media & Online Communities,2017,52,514
2,Wikipedia & Open Source,Social Media & Online Communities,2018,30,385
2,Wikipedia & Open Source,Social Media & Online Communities,2019,18,310
2,Wikipedia & Open Source,Social Media & Online Communities,2020,12,209
2,Wikipedia & Open Source,Social Media & Online Communities,2021,29,332
2,Wikipedia & Open Source,Social Media & Online Communities,2022,22,352
2,Wikipedia & Open Source,Social Media & Online Communities,2023,15,337
2,Wikipedia & Open Source,Social Media & Online Communities,2024,20,358
2,Wikipedia & Open Source,Social Media & Online Communities,2025,20,374
2,Wikipedia & Open Source,Social Media & Online Communities,2026,9,160
3,Misinformation & News,Social Media & Online Communities,1994,1,0
3,Misinformation & News,Social Media & Online Communities,1995,0,1
3,Misinformation & News,Social Media & Online Communities,1998,0,1
3,Misinformation & News,Social Media & Online Communities,1999,0,1
3,Misinformation & News,Social Media & Online Communities,2002,0,1
3,Misinformation & News,Social Media & Online Communities,2003,2,2
3,Misinformation & News,Social Media & Online Communities,2004,0,4
3,Misinformation & News,Social Media & Online Communities,2005,0,1
3,Misinformation & News,Social Media & Online Communities,2006,0,2
3,Misinformation & News,Social Media & Online Communities,2007,2,1
3,Misinformation & News,Social Media & Online Communities,2008,3,5
3,Misinformation & News,Social Media & Online Communities,2009,2,5
3,Misinformation & News,Social Media & Online Communities,2010,7,15
3,Misinformation & News,Social Media & Online Communities,2011,12,25
3,Misinformation & News,Social Media & Online Communities,2012,16,51
3,Misinformation & News,Social Media & Online Communities,2013,14,69
3,Misinformation & News,Social Media & Online Communities,2014,17,85
3,Misinformation & News,Social Media & Online Communities,2015,16,122
3,Misinformation & News,Social Media & Online Communities,2016,18,187
3,Misinformation & News,Social Media & Online Communities,2017,25,232
3,Misinformation & News,Social Media & Online Communities,2018,28,226
3,Misinformation & News,Social Media & Online Communities,2019,21,160
3,Misinformation & News,Social Media & Online Communities,2020,23,153
3,Misinformation & News,Social Media & Online Communities,2021,44,433
3,Misinformation & News,Social Media & Online Communities,2022,51,441
3,Misinformation & News,Social Media & Online Communities,2023,43,436
3,Misinformation & News,Social Media & Online Communities,2024,43,644
3,Misinformation & News,Social Media & Online Communities,2025,58,859
3,Misinformation & News,Social Media & Online Communities,2026,36,462
4,Content Moderation,Social Media & Online Communities,2004,1,1
4,Content Moderation,Social Media & Online Communities,2005,0,3
4,Content Moderation,Social Media & Online Communities,2006,2,1
4,Content Moderation,Social Media & Online Communities,2007,2,6
4,Content Moderation,Social Media & Online Communities,2008,2,4
4,Content Moderation,Social Media & Online Communities,2009,4,8
4,Content Moderation,Social Media & Online Communities,2010,0,6
4,Content Moderation,Social Media & Online Communities,2011,7,15
4,Content Moderation,Social Media & Online Communities,2012,6,18
4,Content Moderation,Social Media & Online Communities,2013,3,16
4,Content Moderation,Social Media & Online Communities,2014,10,34
4,Content Moderation,Social Media & Online Communities,2015,11,41
4,Content Moderation,Social Media & Online Communities,2016,15,78
4,Content Moderation,Social Media & Online Communities,2017,23,167
4,Content Moderation,Social Media & Online Communities,2018,20,201
4,Content Moderation,Social Media & Online Communities,2019,33,357
4,Content Moderation,Social Media & Online Communities,2020,28,324
4,Content Moderation,Social Media & Online Communities,2021,41,607
4,Content Moderation,Social Media & Online Communities,2022,50,734
4,Content Moderation,Social Media & Online Communities,2023,47,930
4,Content Moderation,Social Media & Online Communities,2024,54,1112
4,Content Moderation,Social Media & Online Communities,2025,74,1403
4,Content Moderation,Social Media & Online Communities,2026,32,741
5,Gig Work & Labour,Social Media & Online Communities,1986,1,0
5,Gig Work & Labour,Social Media & Online Communities,1988,1,0
5,Gig Work & Labour,Social Media & Online Communities,1996,1,0
5,Gig Work & Labour,Social Media & Online Communities,1997,1,1
5,Gig Work & Labour,Social Media & Online Communities,1998,0,1
5,Gig Work & Labour,Social Media & Online Communities,2000,0,1
5,Gig Work & Labour,Social Media & Online Communities,2010,5,0
5,Gig Work & Labour,Social Media & Online Communities,2011,2,5
5,Gig Work & Labour,Social Media & Online Communities,2012,2,6
5,Gig Work & Labour,Social Media & Online Communities,2013,6,5
5,Gig Work & Labour,Social Media & Online Communities,2014,12,25
5,Gig Work & Labour,Social Media & Online Communities,2015,16,54
5,Gig Work & Labour,Social Media & Online Communities,2016,27,154
5,Gig Work & Labour,Social Media & Online Communities,2017,34,328
5,Gig Work & Labour,Social Media & Online Communities,2018,29,400
5,Gig Work & Labour,Social Media & Online Communities,2019,28,365
5,Gig Work & Labour,Social Media & Online Communities,2020,18,265
5,Gig Work & Labour,Social Media & Online Communities,2021,33,522
5,Gig Work & Labour,Social Media & Online Communities,2022,37,542
5,Gig Work & Labour,Social Media & Online Communities,2023,22,413
5,Gig Work & Labour,Social Media & Online Communities,2024,40,688
5,Gig Work & Labour,Social Media & Online Communities,2025,47,906
5,Gig Work & Labour,Social Media & Online Communities,2026,20,428
6,Civic Data & Communities,Social Media & Online Communities,1982,1,0
6,Civic Data & Communities,Social Media & Online Communities,1983,1,1
6,Civic Data & Communities,Social Media & Online Communities,1996,1,0
6,Civic Data & Communities,Social Media & Online Communities,1997,0,5
6,Civic Data & Communities,Social Media & Online Communities,1998,0,4
6,Civic Data & Communities,Social Media & Online Communities,1999,0,2
6,Civic Data & Communities,Social Media & Online Communities,2000,0,3
6,Civic Data & Communities,Social Media & Online Communities,2001,0,3
6,Civic Data & Communities,Social Media & Online Communities,2002,1,4
6,Civic Data & Communities,Social Media & Online Communities,2003,0,2
6,Civic Data & Communities,Social Media & Online Communities,2004,3,9
6,Civic Data & Communities,Social Media & Online Communities,2005,3,7
6,Civic Data & Communities,Social Media & Online Communities,2006,2,16
6,Civic Data & Communities,Social Media & Online Communities,2007,3,8
6,Civic Data & Communities,Social Media & Online Communities,2008,9,32
6,Civic Data & Communities,Social Media & Online Communities,2009,3,17
6,Civic Data & Communities,Social Media & Online Communities,2010,10,24
6,Civic Data & Communities,Social Media & Online Communities,2011,9,36
6,Civic Data & Communities,Social Media & Online Communities,2012,13,41
6,Civic Data & Communities,Social Media & Online Communities,2013,11,55
6,Civic Data & Communities,Social Media & Online Communities,2014,17,100
6,Civic Data & Communities,Social Media & Online Communities,2015,25,136
6,Civic Data & Communities,Social Media & Online Communities,2016,21,209
6,Civic Data & Communities,Social Media & Online Communities,2017,27,367
6,Civic Data & Communities,Social Media & Online Communities,2018,30,397
6,Civic Data & Communities,Social Media & Online Communities,2019,28,411
6,Civic Data & Communities,Social Media & Online Communities,2020,19,329
6,Civic Data & Communities,Social Media & Online Communities,2021,25,433
6,Civic Data & Communities,Social Media & Online Communities,2022,15,435
6,Civic Data & Communities,Social Media & Online Communities,2023,28,427
6,Civic Data & Communities,Social Media & Online Communities,2024,25,477
6,Civic Data & Communities,Social Media & Online Communities,2025,26,665
6,Civic Data & Communities,Social Media & Online Communities,2026,25,476
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1982,3,0
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1985,1,1
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1986,7,4
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1988,3,8
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1989,0,1
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1990,6,16
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1991,2,8
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1992,4,17
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1993,0,3
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1994,5,24
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1995,2,8
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1996,3,23
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1997,8,39
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1998,4,6
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,1999,1,18
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2000,1,13
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2001,5,18
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2002,5,24
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2003,2,21
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2004,3,33
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2005,1,15
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2006,4,18
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2007,6,25
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2008,3,29
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2009,0,23
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2010,4,32
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2011,4,25
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2012,8,36
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2013,8,55
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2014,12,65
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2015,9,65
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2016,13,69
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2017,9,100
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2018,11,91
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2019,11,104
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2020,13,104
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2021,14,176
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2022,9,157
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2023,5,128
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2024,10,137
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2025,12,245
7,"Infrastructure, Hackathons & Crypto",Social Media & Online Communities,2026,6,110
8,Refugees & Migration,Social Media & Online Communities,1998,1,0
8,Refugees & Migration,Social Media & Online Communities,2001,2,2
8,Refugees & Migration,Social Media & Online Communities,2002,1,0
8,Refugees & Migration,Social Media & Online Communities,2004,1,0
8,Refugees & Migration,Social Media & Online Communities,2006,2,1
8,Refugees & Migration,Social Media & Online Communities,2007,0,2
8,Refugees & Migration,Social Media & Online Communities,2008,2,1
8,Refugees & Migration,Social Media & Online Communities,2009,2,6
8,Refugees & Migration,Social Media & Online Communities,2010,0,5
8,Refugees & Migration,Social Media & Online Communities,2011,3,10
8,Refugees & Migration,Social Media & Online Communities,2012,2,8
8,Refugees & Migration,Social Media & Online Communities,2013,1,6
8,Refugees & Migration,Social Media & Online Communities,2014,5,12
8,Refugees & Migration,Social Media & Online Communities,2015,4,12
8,Refugees & Migration,Social Media & Online Communities,2016,6,21
8,Refugees & Migration,Social Media & Online Communities,2017,5,34
8,Refugees & Migration,Social Media & Online Communities,2018,6,40
8,Refugees & Migration,Social Media & Online Communities,2019,11,77
8,Refugees & Migration,Social Media & Online Communities,2020,11,115
8,Refugees & Migration,Social Media & Online Communities,2021,9,167
8,Refugees & Migration,Social Media & Online Communities,2022,15,189
8,Refugees & Migration,Social Media & Online Communities,2023,11,131
8,Refugees & Migration,Social Media & Online Communities,2024,16,204
8,Refugees & Migration,Social Media & Online Communities,2025,16,280
8,Refugees & Migration,Social Media & Online Communities,2026,15,258
9,Political Talk & Team Formation,Social Media & Online Communities,1994,1,0
9,Political Talk & Team Formation,Social Media & Online Communities,2001,1,0
9,Political Talk & Team Formation,Social Media & Online Communities,2004,4,1
9,Political Talk & Team Formation,Social Media & Online Communities,2006,0,4
9,Political Talk & Team Formation,Social Media & Online Communities,2007,1,1
9,Political Talk & Team Formation,Social Media & Online Communities,2008,0,1
9,Political Talk & Team Formation,Social Media & Online Communities,2009,2,1
9,Political Talk & Team Formation,Social Media & Online Communities,2010,6,7
9,Political Talk & Team Formation,Social Media & Online Communities,2011,2,7
9,Political Talk & Team Formation,Social Media & Online Communities,2012,4,10
9,Political Talk & Team Formation,Social Media & Online Communities,2013,3,13
9,Political Talk & Team Formation,Social Media & Online Communities,2014,7,30
9,Political Talk & Team Formation,Social Media & Online Communities,2015,4,45
9,Political Talk & Team Formation,Social Media & Online Communities,2016,10,30
9,Political Talk & Team Formation,Social Media & Online Communities,2017,15,93
9,Political Talk & Team Formation,Social Media & Online Communities,2018,11,111
9,Political Talk & Team Formation,Social Media & Online Communities,2019,8,112
9,Political Talk & Team Formation,Social Media & Online Communities,2020,9,92
9,Political Talk & Team Formation,Social Media & Online Communities,2021,11,115
9,Political Talk & Team Formation,Social Media & Online Communities,2022,12,104
9,Political Talk & Team Formation,Social Media & Online Communities,2023,7,99
9,Political Talk & Team Formation,Social Media & Online Communities,2024,6,128
9,Political Talk & Team Formation,Social Media & Online Communities,2025,6,158
9,Political Talk & Team Formation,Social Media & Online Communities,2026,3,48
10,Crowdfunding & Social Tagging,Social Media & Online Communities,1982,1,0
10,Crowdfunding & Social Tagging,Social Media & Online Communities,1996,1,0
10,Crowdfunding & Social Tagging,Social Media & Online Communities,1999,1,0
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2000,2,4
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2001,2,1
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2002,4,6
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2003,1,7
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2004,2,12
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2005,5,21
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2006,6,33
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2007,9,24
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2008,11,57
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2009,12,81
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2010,16,80
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2011,7,51
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2012,6,44
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2013,3,36
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2014,9,56
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2015,7,52
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2016,8,66
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2017,13,98
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2018,4,80
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2019,2,70
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2020,3,48
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2021,2,48
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2022,4,55
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2023,1,34
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2024,1,36
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2025,3,50
10,Crowdfunding & Social Tagging,Social Media & Online Communities,2026,0,19
11,Health & Wellbeing,"Health, Care & Ageing",1996,1,0
11,Health & Wellbeing,"Health, Care & Ageing",2005,1,1
11,Health & Wellbeing,"Health, Care & Ageing",2007,1,0
11,Health & Wellbeing,"Health, Care & Ageing",2008,1,2
11,Health & Wellbeing,"Health, Care & Ageing",2009,1,1
11,Health & Wellbeing,"Health, Care & Ageing",2010,2,0
11,Health & Wellbeing,"Health, Care & Ageing",2011,8,6
11,Health & Wellbeing,"Health, Care & Ageing",2012,13,18
11,Health & Wellbeing,"Health, Care & Ageing",2013,9,38
11,Health & Wellbeing,"Health, Care & Ageing",2014,22,60
11,Health & Wellbeing,"Health, Care & Ageing",2015,17,90
11,Health & Wellbeing,"Health, Care & Ageing",2016,21,121
11,Health & Wellbeing,"Health, Care & Ageing",2017,31,262
11,Health & Wellbeing,"Health, Care & Ageing",2018,21,231
11,Health & Wellbeing,"Health, Care & Ageing",2019,34,395
11,Health & Wellbeing,"Health, Care & Ageing",2020,34,404
11,Health & Wellbeing,"Health, Care & Ageing",2021,40,591
11,Health & Wellbeing,"Health, Care & Ageing",2022,41,654
11,Health & Wellbeing,"Health, Care & Ageing",2023,39,656
11,Health & Wellbeing,"Health, Care & Ageing",2024,46,796
11,Health & Wellbeing,"Health, Care & Ageing",2025,68,1322
11,Health & Wellbeing,"Health, Care & Ageing",2026,34,681
12,Personal Informatics,"Health, Care & Ageing",2005,1,0
12,Personal Informatics,"Health, Care & Ageing",2006,0,2
12,Personal Informatics,"Health, Care & Ageing",2007,0,3
12,Personal Informatics,"Health, Care & Ageing",2008,3,4
12,Personal Informatics,"Health, Care & Ageing",2009,4,9
12,Personal Informatics,"Health, Care & Ageing",2010,4,22
12,Personal Informatics,"Health, Care & Ageing",2011,4,21
12,Personal Informatics,"Health, Care & Ageing",2012,6,29
12,Personal Informatics,"Health, Care & Ageing",2013,10,40
12,Personal Informatics,"Health, Care & Ageing",2014,11,63
12,Personal Informatics,"Health, Care & Ageing",2015,23,167
12,Personal Informatics,"Health, Care & Ageing",2016,20,256
12,Personal Informatics,"Health, Care & Ageing",2017,33,379
12,Personal Informatics,"Health, Care & Ageing",2018,35,525
12,Personal Informatics,"Health, Care & Ageing",2019,25,461
12,Personal Informatics,"Health, Care & Ageing",2020,29,646
12,Personal Informatics,"Health, Care & Ageing",2021,41,829
12,Personal Informatics,"Health, Care & Ageing",2022,37,776
12,Personal Informatics,"Health, Care & Ageing",2023,34,927
12,Personal Informatics,"Health, Care & Ageing",2024,46,1138
12,Personal Informatics,"Health, Care & Ageing",2025,59,1590
12,Personal Informatics,"Health, Care & Ageing",2026,40,923
13,Older Adults & Dementia Care,"Health, Care & Ageing",2001,2,1
13,Older Adults & Dementia Care,"Health, Care & Ageing",2002,2,2
13,Older Adults & Dementia Care,"Health, Care & Ageing",2003,1,5
13,Older Adults & Dementia Care,"Health, Care & Ageing",2004,2,7
13,Older Adults & Dementia Care,"Health, Care & Ageing",2005,4,4
13,Older Adults & Dementia Care,"Health, Care & Ageing",2006,6,26
13,Older Adults & Dementia Care,"Health, Care & Ageing",2007,4,14
13,Older Adults & Dementia Care,"Health, Care & Ageing",2008,9,44
13,Older Adults & Dementia Care,"Health, Care & Ageing",2009,5,28
13,Older Adults & Dementia Care,"Health, Care & Ageing",2010,12,49
13,Older Adults & Dementia Care,"Health, Care & Ageing",2011,6,22
13,Older Adults & Dementia Care,"Health, Care & Ageing",2012,16,42
13,Older Adults & Dementia Care,"Health, Care & Ageing",2013,10,59
13,Older Adults & Dementia Care,"Health, Care & Ageing",2014,13,67
13,Older Adults & Dementia Care,"Health, Care & Ageing",2015,10,71
13,Older Adults & Dementia Care,"Health, Care & Ageing",2016,21,141
13,Older Adults & Dementia Care,"Health, Care & Ageing",2017,23,176
13,Older Adults & Dementia Care,"Health, Care & Ageing",2018,15,177
13,Older Adults & Dementia Care,"Health, Care & Ageing",2019,27,257
13,Older Adults & Dementia Care,"Health, Care & Ageing",2020,20,325
13,Older Adults & Dementia Care,"Health, Care & Ageing",2021,27,389
13,Older Adults & Dementia Care,"Health, Care & Ageing",2022,33,489
13,Older Adults & Dementia Care,"Health, Care & Ageing",2023,25,374
13,Older Adults & Dementia Care,"Health, Care & Ageing",2024,35,570
13,Older Adults & Dementia Care,"Health, Care & Ageing",2025,41,773
13,Older Adults & Dementia Care,"Health, Care & Ageing",2026,24,522
14,Persuasive Health & Activity,"Health, Care & Ageing",1992,1,0
14,Persuasive Health & Activity,"Health, Care & Ageing",1998,1,0
14,Persuasive Health & Activity,"Health, Care & Ageing",1999,0,1
14,Persuasive Health & Activity,"Health, Care & Ageing",2000,2,0
14,Persuasive Health & Activity,"Health, Care & Ageing",2001,1,1
14,Persuasive Health & Activity,"Health, Care & Ageing",2002,0,1
14,Persuasive Health & Activity,"Health, Care & Ageing",2003,1,0
14,Persuasive Health & Activity,"Health, Care & Ageing",2005,0,1
14,Persuasive Health & Activity,"Health, Care & Ageing",2006,3,1
14,Persuasive Health & Activity,"Health, Care & Ageing",2007,2,8
14,Persuasive Health & Activity,"Health, Care & Ageing",2008,6,22
14,Persuasive Health & Activity,"Health, Care & Ageing",2009,6,20
14,Persuasive Health & Activity,"Health, Care & Ageing",2010,13,41
14,Persuasive Health & Activity,"Health, Care & Ageing",2011,12,39
14,Persuasive Health & Activity,"Health, Care & Ageing",2012,17,111
14,Persuasive Health & Activity,"Health, Care & Ageing",2013,18,83
14,Persuasive Health & Activity,"Health, Care & Ageing",2014,17,129
14,Persuasive Health & Activity,"Health, Care & Ageing",2015,20,188
14,Persuasive Health & Activity,"Health, Care & Ageing",2016,22,193
14,Persuasive Health & Activity,"Health, Care & Ageing",2017,23,281
14,Persuasive Health & Activity,"Health, Care & Ageing",2018,16,227
14,Persuasive Health & Activity,"Health, Care & Ageing",2019,7,224
14,Persuasive Health & Activity,"Health, Care & Ageing",2020,15,249
14,Persuasive Health & Activity,"Health, Care & Ageing",2021,13,271
14,Persuasive Health & Activity,"Health, Care & Ageing",2022,15,205
14,Persuasive Health & Activity,"Health, Care & Ageing",2023,5,219
14,Persuasive Health & Activity,"Health, Care & Ageing",2024,13,280
14,Persuasive Health & Activity,"Health, Care & Ageing",2025,14,318
14,Persuasive Health & Activity,"Health, Care & Ageing",2026,10,200
15,Chronic Care & Caregiving,"Health, Care & Ageing",1998,1,0
15,Chronic Care & Caregiving,"Health, Care & Ageing",2001,1,1
15,Chronic Care & Caregiving,"Health, Care & Ageing",2002,1,1
15,Chronic Care & Caregiving,"Health, Care & Ageing",2003,0,1
15,Chronic Care & Caregiving,"Health, Care & Ageing",2004,0,1
15,Chronic Care & Caregiving,"Health, Care & Ageing",2005,0,8
15,Chronic Care & Caregiving,"Health, Care & Ageing",2006,4,0
15,Chronic Care & Caregiving,"Health, Care & Ageing",2007,2,2
15,Chronic Care & Caregiving,"Health, Care & Ageing",2008,2,7
15,Chronic Care & Caregiving,"Health, Care & Ageing",2009,4,8
15,Chronic Care & Caregiving,"Health, Care & Ageing",2010,12,26
15,Chronic Care & Caregiving,"Health, Care & Ageing",2011,9,33
15,Chronic Care & Caregiving,"Health, Care & Ageing",2012,8,35
15,Chronic Care & Caregiving,"Health, Care & Ageing",2013,9,38
15,Chronic Care & Caregiving,"Health, Care & Ageing",2014,7,56
